X03103;N03100;E03102;Q03101;N03056;P03053;G03052;T03130;T03131;T03020;T03017;T03016;T03014;P03010;P03011;P03012;P03013;G03024;G03022;L03026;T03036;T03037;P03030;P03031;P03032;G03042;P03033;P03064;P03065;G03072;G03070;G03071;P03066;T03050;T03051;T03057;T03060;T03081;T03082;T03083;T03084;T03085;T03086;P03000;P03001;G03003;T03004;T03002;P03007;C01901;N03160;C03161;C03165;C03160;C03168;C03166;V03120;G03022;T03121;V03171;V03173;Z03172;Z03170;I03180;F03180;C03170;C03171;V06002;F06004;I06003;Z06003;C03184;C03185;T06018;E06018;V06006;V06007;D06006;E06007;I06007;D06007;I06008;K06008;I06006;E06000
%;rpm;kW;%;krpm;bar;kg/h;degC;degC;degC;degC;degC;degC;bar;bar;bar;bar;ton/h;ton/h;%;degC;degC;bar;bar;bar;ton/h;bar;bar;bar;kg/h;kg/h;kg/h;bar;degC;degC;degC;degC;degC;degC;degC;degC;degC;degC;bar;bar;ton/h;degC;degC;bar;rpm;rpm;%/%;sec;Hz;%/%;%/sec;%;ton/h;degC;V;V;V;%;A;Gauss;V;%/V;V;Hz;A;<-1;V;V;degC;kW;V;V;deg;kW;A;deg;A;<0-1>;A;kW
43.7215;900.3680;434.1770;58.9087;14.4270;0.9931;2125.5600;59.1087;59.1248;82.8553;76.7791;82.9953;33.8887;1.9662;2.5720;1.8594;0.4000;30.6956;4.2898;50.0205;57.1781;49.5323;4.6611;4.0785;3.1226;19.9806;0.9558;9.9668;9.4932;93.5908;323.4980;229.8800;0.4743;79.2563;48.3296;357.4970;318.1490;333.6050;337.8280;339.5740;339.8290;341.3510;340.6980;2.7966;2.1826;57.8798;25.5056;20.0000;0.1859;912.1250;900.3890;23.6000;1.4823;1.7928;0.3000;0.3000;86.0248;4.2898;2.1678;441.1000;440.2470;440.1960;46.8897;20.4343;7718.6500;4.9984;2.5003;440.1980;60.0265;654.3390;0.8260;426.3600;455.8400;46.7824;3.7354;566.2240;185.9340;15.6975;1519.3100;2523.9900;37.8625;1992.6500;0.9000;1239.2600;412.1040
42.9112;900.7100;434.6220;57.8918;14.5608;1.0029;2137.9400;59.1613;59.1774;82.5787;76.3599;82.6779;33.7502;1.9668;2.5729;1.8599;0.4000;30.6795;3.7569;50.0205;57.2189;49.5446;4.6617;4.0793;3.1230;19.9889;0.9563;9.9678;9.4932;94.0850;323.5680;229.4830;0.4747;79.8790;48.1589;359.1550;319.3120;334.2150;338.4900;340.2370;340.4900;341.9790;341.3270;2.7972;2.1824;57.8783;25.4877;20.0000;0.1859;912.2330;900.6600;23.6000;1.4823;1.7928;0.3000;0.3000;87.7538;3.7569;2.3151;441.1000;440.2100;439.9260;46.7351;20.3630;7694.8900;4.9984;2.5003;439.9040;60.0506;643.5260;0.8224;426.3600;455.8400;47.0098;3.6212;564.3910;182.9310;15.7464;1512.8000;2517.3000;37.9340;1985.4500;0.9000;1239.2600;403.2550
42.6770;900.5570;423.5340;57.4917;14.3211;0.9850;2115.8800;59.1805;59.1964;82.4392;76.8708;82.5858;31.7043;1.9671;2.5733;1.8601;0.4000;30.6230;2.9546;50.0205;57.2424;49.5518;4.6616;4.0790;3.1228;19.9889;0.9559;9.9678;9.4932;92.0053;323.5300;231.5110;0.4747;78.8471;47.8902;355.6210;316.7160;333.8450;338.1110;339.8600;340.0940;341.5790;340.9310;2.7969;2.1826;57.8830;24.9308;20.0000;0.1859;912.0590;900.5600;23.6000;1.4823;1.7928;0.3000;0.3000;90.3516;2.9546;2.5303;441.1000;440.2100;440.1960;46.4121;20.3550;7692.2100;4.9984;2.5003;440.1880;60.0386;639.6200;0.8192;426.3600;455.8400;47.0876;3.5989;564.4730;181.8000;15.3128;1514.2400;2518.6500;37.9467;1986.0700;0.9000;1239.2600;399.5140
42.6210;900.4950;422.4930;57.4198;14.1944;0.9757;2104.4500;59.2005;59.2164;82.6728;77.2853;82.8543;31.6365;1.9669;2.5732;1.8601;0.4000;30.6364;3.3141;50.0205;57.2505;49.5505;4.6611;4.0786;3.1225;19.9889;0.9559;9.9678;9.4932;91.6650;323.4980;231.8140;0.4748;78.3756;48.2259;354.2510;315.7930;332.6620;336.8810;338.6260;338.8110;340.3150;339.6700;2.7969;2.1826;57.8827;24.9199;20.0000;0.1859;911.9990;900.4970;23.6000;1.4823;1.7928;0.3000;0.3000;89.1826;3.3141;2.4297;441.1000;440.2100;440.1960;46.3738;20.3474;7689.9000;4.9984;2.5003;440.1880;60.0347;638.5700;0.8192;426.3600;455.8400;47.1409;3.5850;564.2360;181.4830;15.2798;1513.7200;2518.2100;37.9574;1985.3400;0.9000;1239.2600;398.8350
42.8510;900.4250;423.5080;57.7248;14.1699;0.9739;2102.2400;59.2201;59.2359;82.7455;76.8301;82.9159;33.4761;1.9663;2.5722;1.8595;0.4000;30.6785;3.9862;50.0205;57.2541;49.5468;4.6606;4.0781;3.1223;19.9876;0.9558;9.9677;9.4932;91.7794;323.4660;231.6820;0.4749;78.3473;48.6240;354.2760;315.8790;331.8020;335.9750;337.7170;337.8750;339.3730;338.7170;2.7966;2.1826;57.8829;25.4366;20.0000;0.1859;911.9350;900.4320;23.6000;1.4823;1.7928;0.3000;0.3000;87.0070;3.9862;2.2503;441.1000;440.2100;440.2150;46.4638;20.3620;7694.5500;4.9984;2.5003;440.2160;60.0269;641.4980;0.8209;426.3600;455.8400;47.1941;3.6065;564.4970;182.2710;15.3258;1514.6700;2519.1300;37.9484;1986.5000;0.9000;1239.2600;401.5320
41.2463;900.6310;405.3530;55.5218;14.0015;0.9611;2086.8500;59.2176;59.2332;82.4877;76.6577;82.6687;32.9660;1.9670;2.5733;1.8601;0.4000;30.6603;3.4489;50.0196;57.2574;49.5469;4.6619;4.0794;3.1232;19.9934;0.9560;9.9681;9.4930;89.2006;323.5530;234.3400;0.4751;77.6316;48.6764;351.8250;314.0820;331.1660;335.3190;337.0480;337.1740;338.6930;338.0180;2.7973;2.1827;57.8832;25.2969;20.0000;0.1859;911.7600;900.6530;23.6000;1.4823;1.7928;0.3000;0.3000;88.7513;3.4489;2.3983;441.1000;440.2150;440.2690;45.0074;20.1047;7608.4500;4.9984;2.5003;440.2570;60.0419;611.2480;0.8191;426.3600;455.8400;47.1532;3.3054;558.4410;173.7620;14.7554;1498.2600;2501.8600;38.2526;1964.6900;0.9000;1239.2600;381.7870
40.8841;900.5500;401.6850;55.0538;13.7332;0.9413;2062.6200;59.2019;59.2186;82.4031;77.2530;82.6394;30.7892;1.9672;2.5736;1.8604;0.4000;30.6031;2.6660;50.0195;57.2297;49.5429;4.6616;4.0786;3.1228;19.9900;0.9559;9.9681;9.4932;88.2348;323.4990;235.2590;0.4751;76.5681;49.1821;348.6720;311.8830;329.0130;333.1760;334.8440;334.9830;336.5160;335.8130;2.7969;2.1826;57.8832;24.6854;20.0000;0.1859;911.5540;900.5570;23.6000;1.4823;1.7928;0.3000;0.3000;91.2885;2.6660;2.6076;441.1000;440.2150;440.1660;44.9881;20.0982;7606.2900;4.9984;2.5003;440.1650;60.0388;607.3980;0.8154;426.3600;455.8400;47.0288;3.2507;558.1320;172.6670;14.6504;1497.1900;2500.9900;38.2605;1963.7800;0.9000;1239.2600;377.5960
40.3233;900.5630;395.1290;54.2830;13.6032;0.9316;2050.8500;59.1826;59.1979;82.6690;77.5107;82.9336;31.4226;1.9672;2.5735;1.8602;0.4000;30.6382;3.3014;50.0195;57.1985;49.5266;4.6616;4.0786;3.1228;19.9900;0.9559;9.9688;9.4932;87.2467;323.4990;236.2530;0.4752;76.0866;49.9186;347.4280;311.0780;327.2380;331.4010;333.0480;333.1820;334.7370;334.0140;2.7969;2.1826;57.8832;24.8591;20.0000;0.1859;911.4350;900.5670;23.6000;1.4823;1.7928;0.3000;0.3000;89.2246;3.3014;2.4331;441.1000;440.2150;440.1560;44.7101;20.0483;7589.5700;4.9984;2.5003;440.1540;60.0388;598.8220;0.8119;426.3600;455.8400;46.8891;3.1619;556.9840;170.3040;14.4323;1494.0100;2497.7000;38.3174;1959.6700;0.9000;1239.2600;370.6280
40.4192;900.4960;394.1390;54.3929;13.4974;0.9239;2041.2400;59.1507;59.1679;82.6148;76.9770;82.8751;32.9371;1.9666;2.5727;1.8597;0.4000;30.6640;3.6733;50.0195;57.1579;49.5150;4.6611;4.0786;3.1228;19.9862;0.9559;9.9688;9.4932;86.8697;323.4680;236.5930;0.4752;75.7087;50.5685;346.5070;310.5140;325.6770;329.8170;331.4830;331.5840;333.1850;332.4230;2.7969;2.1826;57.8832;25.2714;20.0000;0.1859;911.3740;900.4970;23.6000;1.4823;1.7928;0.3000;0.3000;88.0210;3.6733;2.3359;441.1000;440.1820;440.1620;44.9289;20.0875;7602.9800;4.9984;2.5003;440.1620;60.0348;601.4710;0.8101;426.3600;455.8400;46.7466;3.1804;557.8160;170.9480;14.3726;1496.5500;2500.2800;38.2770;1962.9400;0.9000;1239.2600;371.5120
40.3741;900.4960;393.8140;54.3267;13.4911;0.9234;2040.6100;59.1233;59.1382;82.4186;77.0028;82.6758;31.8217;1.9668;2.5730;1.8600;0.4000;30.6248;3.0159;50.0195;57.1232;49.5076;4.6611;4.0786;3.1228;19.9824;0.9559;9.9688;9.4932;86.8247;323.4680;236.6260;0.4752;75.7190;50.9933;346.7510;310.7650;324.9200;329.0420;330.7260;330.8050;332.4430;331.6520;2.7966;2.1826;57.8824;24.9469;20.0000;0.1859;911.3740;900.4970;23.6000;1.4823;1.7928;0.3000;0.3000;90.1522;3.0159;2.5143;441.1000;440.1820;440.1620;44.8754;20.0780;7599.8600;4.9984;2.5003;440.1620;60.0312;600.4700;0.8103;426.3600;455.8400;46.6428;3.1706;557.6210;170.6590;14.3623;1495.9600;2499.9700;38.2863;1962.0900;0.9000;1239.2600;370.9390
40.9942;900.3240;398.1130;55.1582;13.5265;0.9261;2043.8900;59.0933;59.1083;82.5563;77.4654;82.8247;30.9614;1.9668;2.5730;1.8600;0.4000;30.6122;2.9860;50.0195;57.0878;49.5037;4.6606;4.0781;3.1223;19.9780;0.9558;9.9686;9.4932;87.5354;323.4200;235.8770;0.4752;75.9171;51.3562;347.5610;311.4000;324.6270;328.7550;330.4220;330.5060;332.1640;331.3500;2.7963;2.1824;57.8827;24.6868;20.0000;0.1859;911.3170;900.3420;23.6000;1.4823;1.7928;0.3000;0.3000;90.2458;2.9860;2.5191;441.1000;440.1870;440.1850;45.3022;20.1405;7620.4800;4.9984;2.5003;440.1780;60.0206;609.8060;0.8139;426.3600;455.8400;46.5611;3.2572;558.9420;173.2720;14.5220;1499.7700;2503.8800;38.2211;1967.1200;0.9000;1239.2600;378.3780
