X03103;N03100;E03102;Q03101;N03056;P03053;G03052;T03130;T03131;T03020;T03017;T03016;T03014;P03010;P03011;P03012;P03013;G03024;G03022;L03026;T03036;T03037;P03030;P03031;P03032;G03042;P03033;P03064;P03065;G03072;G03070;G03071;P03066;T03050;T03051;T03057;T03060;T03081;T03082;T03083;T03084;T03085;T03086;P03000;P03001;G03003;T03004;T03002;P03007;C01901;N03160;C03161;C03165;C03160;C03168;C03166;V03120;G03022;T03121;V03171;V03173;Z03172;Z03170;I03180;F03180;C03170;C03171;V06002;F06004;I06003;Z06003;C03184;C03185;T06018;E06018;V06006;V06007;D06006;E06007;I06007;D06007;I06008;K06008;I06006;E06000
%;rpm;kW;%;krpm;bar;kg/h;degC;degC;degC;degC;degC;degC;bar;bar;bar;bar;ton/h;ton/h;%;degC;degC;bar;bar;bar;ton/h;bar;bar;bar;kg/h;kg/h;kg/h;bar;degC;degC;degC;degC;degC;degC;degC;degC;degC;degC;bar;bar;ton/h;degC;degC;bar;rpm;rpm;%/%;sec;Hz;%/%;%/sec;%;ton/h;degC;V;V;V;%;A;Gauss;V;%/V;V;Hz;A;<-1;V;V;degC;kW;V;V;deg;kW;A;deg;A;<0-1>;A;kW
40.9085;900.4410;400.8700;55.0542;13.6487;0.9352;2055.0200;59.0768;59.0936;82.7129;77.2454;82.9614;32.3399;1.9667;2.5727;1.8597;0.4000;30.6566;3.6537;50.0195;57.0741;49.4997;4.6612;4.0782;3.1226;19.9780;0.9559;9.9686;9.4932;88.0255;323.4440;235.4240;0.4753;76.4435;51.4562;349.2680;312.6540;325.1710;329.3220;330.9920;331.0890;332.7520;331.9240;2.7964;2.1824;57.8827;25.0580;20.0000;0.1859;911.4390;900.4380;23.6000;1.4823;1.7928;0.3000;0.3000;88.0817;3.6537;2.3387;441.1000;440.1880;440.1830;45.0755;20.1144;7611.7300;4.9984;2.5003;440.1820;60.0281;608.0310;0.8144;426.3600;455.8400;46.5415;3.2545;558.4720;172.7900;14.6089;1498.3200;2502.2600;38.2446;1965.2100;0.9000;1239.2600;377.5250
40.8803;900.4310;399.0170;54.9962;13.6567;0.9357;2055.6700;59.0546;59.0696;82.5509;76.8293;82.7799;32.8671;1.9665;2.5726;1.8597;0.4000;30.6577;3.5552;50.0195;57.0582;49.4997;4.6612;4.0786;3.1228;19.9780;0.9559;9.9686;9.4932;87.7422;323.4440;235.7150;0.4753;76.4597;51.2144;349.1220;312.5000;325.7330;329.8830;331.5880;331.6770;333.3460;332.5000;2.7967;2.1824;57.8827;25.1909;20.0000;0.1859;911.4370;900.4380;23.6000;1.4823;1.7928;0.3000;0.3000;88.4035;3.5552;2.3685;441.1000;440.1960;440.2180;44.9849;20.1073;7609.3400;4.9984;2.5003;440.2220;60.0300;607.1310;0.8142;426.3600;455.8400;46.5088;3.2464;558.4320;172.5580;14.5489;1498.3600;2502.2600;38.2491;1965.0900;0.9000;1239.2600;376.9060
40.7088;900.5020;399.1080;54.7847;13.6666;0.9364;2056.6100;59.0291;59.0442;82.4473;77.1657;82.6836;31.2040;1.9670;2.5733;1.8602;0.4000;30.6154;2.8890;50.0175;57.0464;49.4997;4.6611;4.0787;3.1228;19.9770;0.9560;9.9686;9.4932;87.7948;323.4720;235.6780;0.4753;76.4995;51.0597;349.1530;312.5030;326.0030;330.1820;331.8940;332.0010;333.6270;332.7930;2.7967;2.1824;57.8827;24.7165;20.0000;0.1859;911.4390;900.4450;23.6000;1.4823;1.7928;0.3000;0.3000;90.5636;2.8890;2.5474;441.1000;440.1960;440.1680;44.9057;20.0839;7601.5000;4.9984;2.5003;440.1670;60.0314;604.4610;0.8140;426.3600;455.8400;46.4857;3.2187;557.8020;171.8240;14.5624;1496.2800;2500.2300;38.2787;1962.6000;0.9000;1239.2600;375.1190
40.5711;900.4980;396.3000;54.5858;13.6041;0.9318;2050.9000;59.0067;59.0217;82.5923;77.3999;82.8469;31.2734;1.9670;2.5732;1.8601;0.4000;30.6283;3.1594;50.0175;57.0346;49.4960;4.6616;4.0787;3.1228;19.9770;0.9560;9.9686;9.4932;87.3153;323.4680;236.1520;0.4752;76.2317;51.0314;348.2240;311.8110;325.9120;330.0550;331.7740;331.8980;333.5050;332.6530;2.7967;2.1824;57.8827;24.7333;20.0000;0.1859;911.4360;900.4450;23.6000;1.4823;1.7928;0.3000;0.3000;89.6848;3.1594;2.4724;441.1000;440.1960;440.1680;44.8475;20.0742;7597.7900;4.9984;2.5003;440.1670;60.0314;602.2320;0.8131;426.3600;455.8400;46.4422;3.1885;557.4930;171.1500;14.4624;1495.5900;2499.4400;38.2931;1961.6000;0.9000;1239.2600;373.3080
40.8621;900.4290;398.9250;54.9830;13.5928;0.9310;2049.9100;58.9872;59.0033;82.6403;77.1017;82.8822;32.4320;1.9665;2.5727;1.8597;0.4000;30.6527;3.5657;50.0175;57.0192;49.4919;4.6616;4.0786;3.1228;19.9761;0.9559;9.9687;9.4932;87.6476;323.4680;235.7970;0.4752;76.2060;51.1477;348.2450;311.8580;325.5920;329.7490;331.4590;331.6140;333.1840;332.3350;2.7966;2.1824;57.8827;25.0567;20.0000;0.1859;911.4360;900.4320;23.6000;1.4823;1.7928;0.3000;0.3000;88.3676;3.5657;2.3638;441.1000;440.1880;440.1690;45.1388;20.1250;7615.2400;4.9984;2.5003;440.1700;60.0311;607.9620;0.8130;426.3600;455.8400;46.4175;3.2477;558.7080;172.7660;14.5440;1499.0000;2502.9100;38.2330;1966.1000;0.9000;1239.2600;376.8530
41.3132;900.3700;403.7150;55.6002;13.6812;0.9376;2057.9400;58.9799;58.9921;82.5095;76.9871;82.7395;32.0670;1.9666;2.5727;1.8597;0.4000;30.6334;3.2360;50.0175;57.0078;49.4881;4.6610;4.0786;3.1226;19.9742;0.9559;9.9687;9.4935;88.4756;323.4300;234.9540;0.4751;76.5949;51.1679;349.5430;312.8210;325.8220;329.9420;331.6650;331.8490;333.4310;332.5540;2.7966;2.1824;57.8827;24.9548;20.0000;0.1859;911.4420;900.3700;23.6000;1.4823;1.7928;0.3000;0.3000;89.4364;3.2360;2.4539;441.1000;440.1910;440.2080;45.3474;20.1602;7627.6600;4.9984;2.5003;440.2100;60.0260;614.5660;0.8161;426.3600;455.8400;46.4278;3.3181;559.5830;174.6320;14.7132;1501.5100;2505.5300;38.1906;1969.2900;0.9000;1239.2600;382.3820
41.3458;900.3780;405.8200;55.6476;13.7722;0.9444;2066.1900;58.9762;58.9921;82.5527;77.1769;82.7760;31.5897;1.9667;2.5728;1.8599;0.4000;30.6272;3.1621;50.0175;57.0078;49.4884;4.6612;4.0786;3.1226;19.9742;0.9559;9.9687;9.4935;88.8338;323.4380;234.6240;0.4751;76.9720;51.0510;350.6490;313.6010;326.4960;330.5870;332.2980;332.5140;334.1170;333.2060;2.7966;2.1824;57.8788;24.8209;20.0000;0.1859;911.5020;900.3780;23.6000;1.4823;1.7928;0.3000;0.3000;89.6757;3.1621;2.4726;441.1000;440.1910;440.2080;45.3157;20.1581;7625.9900;4.9984;2.5003;440.2100;60.0276;614.8420;0.8167;426.3600;455.8400;46.4650;3.3230;559.5510;174.7150;14.7749;1501.1800;2505.2200;38.1916;1968.9200;0.9000;1239.2600;382.8580
40.9049;900.5100;403.6850;55.0704;13.7934;0.9459;2068.1400;58.9687;58.9839;82.6278;77.1386;82.8527;32.1231;1.9667;2.5728;1.8599;0.4000;30.6485;3.4574;50.0175;57.0079;49.4923;4.6616;4.0786;3.1228;19.9748;0.9561;9.9687;9.4935;88.6863;323.4710;234.7940;0.4752;77.0434;50.8264;350.6970;313.5910;327.0880;331.1780;332.8900;333.1230;334.7370;333.8150;2.7966;2.1824;57.8794;24.9682;20.0000;0.1859;911.5020;900.5340;23.6000;1.4823;1.7928;0.3000;0.3000;88.7194;3.4574;2.3926;441.1000;440.1910;440.1880;44.8600;20.0872;7602.6000;4.9984;2.5003;440.1880;60.0372;607.0830;0.8162;426.3600;455.8400;46.4925;3.2686;558.0560;172.6560;14.7179;1497.1000;2500.8400;38.2670;1963.4900;0.9000;1239.2600;377.7880
40.1347;900.5630;392.2120;53.9917;13.5996;0.9313;2050.4600;58.9445;58.9595;82.5015;76.9873;82.7418;32.1752;1.9669;2.5730;1.8600;0.4000;30.6453;3.2904;50.0175;57.0031;49.4917;4.6621;4.0792;3.1233;19.9768;0.9561;9.9688;9.4935;86.7731;323.5010;236.7320;0.4752;76.1931;50.6171;347.7730;311.4100;326.6660;330.7680;332.4730;332.7240;334.3140;333.3810;2.7969;2.1824;57.8794;24.9826;20.0000;0.1859;911.3740;900.5640;23.6000;1.4823;1.7928;0.3000;0.3000;89.2630;3.2904;2.4398;441.1000;440.1860;440.1430;44.6146;20.0318;7584.0200;4.9984;2.5003;440.1420;60.0392;595.7080;0.8104;426.3600;455.8400;46.4415;3.1276;556.5450;169.3390;14.3310;1492.8000;2496.4500;38.3391;1958.1000;0.9000;1239.2600;368.0180
40.1869;900.4560;389.9830;54.0518;13.4386;0.9194;2035.8500;58.9248;58.9413;82.4356;77.2306;82.7052;31.1737;1.9670;2.5732;1.8601;0.4000;30.6155;2.8902;50.0175;56.9866;49.4877;4.6616;4.0790;3.1230;19.9761;0.9559;9.9688;9.4935;86.2097;323.4660;237.2530;0.4751;75.5393;50.8450;345.8170;310.0230;325.4270;329.5040;331.2070;331.4600;333.0320;332.1180;2.7969;2.1824;57.8835;24.7040;20.0000;0.1859;911.3110;900.4570;23.6000;1.4823;1.7928;0.3000;0.3000;90.5597;2.8902;2.5472;441.1000;440.1880;440.2670;44.5460;20.0362;7585.5000;4.9984;2.5003;440.2640;60.0304;596.0480;0.8105;426.3600;455.8400;46.3592;3.1504;556.8430;169.4660;14.2388;1494.2100;2497.9000;38.3319;1959.4300;0.9000;1239.2600;368.3770
40.1285;900.4560;390.5170;53.9842;13.4128;0.9176;2033.5800;58.9059;58.9208;82.5994;77.4319;82.8807;31.3514;1.9669;2.5732;1.8601;0.4000;30.6303;3.2037;50.0175;56.9600;49.4755;4.6616;4.0790;3.1230;19.9745;0.9559;9.9688;9.4935;86.2692;323.4660;237.1890;0.4751;75.4756;51.3883;345.9380;310.2020;324.3240;328.3800;330.0630;330.3280;331.8810;330.9900;2.7967;2.1824;57.8822;24.7568;20.0000;0.1859;911.3110;900.4570;23.6000;1.4823;1.7928;0.3000;0.3000;89.5409;3.2037;2.4604;441.1000;440.1760;440.1700;44.6816;20.0429;7587.8300;4.9984;2.5003;440.1670;60.0304;595.9250;0.8096;426.3600;455.8400;46.2877;3.1220;556.7310;169.3730;14.2591;1493.5600;2497.4300;38.3296;1959.0400;0.9000;1239.2600;367.8440
40.7427;900.3630;395.9390;54.8146;13.4750;0.9223;2039.2300;58.8980;58.9097;82.6169;77.1350;82.8810;32.3204;1.9665;2.5725;1.8596;0.4000;30.6468;3.5071;50.0175;56.9450;49.4723;4.6611;4.0785;3.1228;19.9706;0.9559;9.9688;9.4935;87.1375;323.4250;236.2860;0.4751;75.7634;51.6722;347.0920;311.1020;324.0900;328.1720;329.8230;330.0970;331.5950;330.7540;2.7966;2.1824;57.8822;25.0261;20.0000;0.1859;911.3170;900.3680;23.6000;1.4823;1.7928;0.3000;0.3000;88.5568;3.5071;2.3797;441.1000;440.1760;440.1770;45.1222;20.1167;7612.5100;4.9984;2.5003;440.1760;60.0235;606.0450;0.8122;426.3600;455.8400;46.2622;3.2198;558.3000;172.0610;14.4506;1498.0400;2502.0500;38.2538;1964.8000;0.9000;1239.2600;375.2930
40.8030;900.3830;398.9430;54.9011;13.6045;0.9319;2050.9900;58.8898;58.9058;82.5174;77.0154;82.7574;32.0753;1.9666;2.5725;1.8598;0.4000;30.6369;3.2644;50.0156;56.9372;49.4728;4.6612;4.0786;3.1228;19.9706;0.9559;9.9687;9.4935;87.6781;323.4380;235.7700;0.4751;76.3027;51.6292;348.7990;312.3390;324.8020;328.8910;330.5490;330.8280;332.3180;331.4700;2.7966;2.1824;57.8822;24.9508;20.0000;0.1859;911.3750;900.3800;23.6000;1.4823;1.7928;0.3000;0.3000;89.3448;3.2644;2.4462;441.1000;440.1880;440.1810;45.0678;20.1126;7611.4900;4.9984;2.5003;440.1810;60.0275;606.6940;0.8131;426.3600;455.8400;46.2743;3.2367;558.4180;172.4140;14.5400;1498.2000;2502.2400;38.2472;1965.0700;0.9000;1239.2600;376.1160
41.0693;900.3750;400.2860;55.2540;13.6421;0.9347;2054.3500;58.8867;58.9023;82.5226;77.1988;82.7635;31.4837;1.9668;2.5728;1.8599;0.4000;30.6247;3.1005;50.0156;56.9372;49.4728;4.6612;4.0786;3.1228;19.9705;0.9559;9.9687;9.4935;87.9353;323.4350;235.5000;0.4751;76.4437;51.4171;349.1090;312.5250;325.4420;329.5480;331.2130;331.4920;332.9650;332.1320;2.7966;2.1824;57.8822;24.7776;20.0000;0.1859;911.3750;900.4370;23.6000;1.4823;1.7928;0.3000;0.3000;89.8755;3.1005;2.4895;441.1000;440.1920;440.2040;45.2266;20.1384;7619.7700;4.9984;2.5003;440.2040;60.0266;610.5720;0.8145;426.3600;455.8400;46.2919;3.2700;558.9590;173.4450;14.5909;1499.7800;2503.8200;38.2213;1967.0700;0.9000;1239.2600;379.1910
40.6835;900.5080;398.9940;54.7455;13.6810;0.9375;2057.9200;58.8824;58.8944;82.6189;77.1993;82.8559;31.9383;1.9668;2.5728;1.8599;0.4000;30.6450;3.3984;50.0156;56.9381;49.4766;4.6617;4.0792;3.1231;19.9727;0.9561;9.9687;9.4935;87.8042;323.4690;235.6750;0.4751;76.5881;51.2233;349.4340;312.7250;326.0370;330.1840;331.8630;332.1130;333.5630;332.7790;2.7967;2.1824;57.8822;24.8993;20.0000;0.1859;911.4380;900.5010;23.6000;1.4823;1.7928;0.3000;0.3000;88.9105;3.3984;2.4085;441.1000;440.1920;440.1690;44.9114;20.0851;7601.8900;4.9984;2.5003;440.1680;60.0320;604.2410;0.8136;426.3600;455.8400;46.3172;3.2190;557.8070;171.7740;14.5528;1496.3600;2500.1900;38.2739;1962.7100;0.9000;1239.2600;374.7810
40.4529;900.4970;394.8670;54.4221;13.5867;0.9304;2049.3100;58.8672;58.8822;82.5414;77.0307;82.7854;32.2006;1.9668;2.5728;1.8599;0.4000;30.6455;3.3622;50.0156;56.9372;49.4766;4.6617;4.0792;3.1231;19.9727;0.9561;9.9688;9.4935;87.1018;323.4690;236.3710;0.4751;76.1727;51.0548;347.9860;311.6380;325.9270;330.0890;331.7870;331.9900;333.4530;332.6670;2.7967;2.1824;57.8822;24.9716;20.0000;0.1859;911.3700;900.5000;23.6000;1.4823;1.7928;0.3000;0.3000;89.0289;3.3622;2.4198;441.1000;440.1920;440.1690;44.7805;20.0624;7593.9600;4.9984;2.5003;440.1680;60.0320;600.3500;0.8124;426.3600;455.8400;46.2947;3.1688;557.2380;170.6320;14.4144;1494.8000;2498.7400;38.3057;1960.5800;0.9000;1239.2600;371.8210
40.4239;900.4970;394.2780;54.3872;13.5240;0.9258;2043.6500;58.8587;58.8744;82.4775;77.1865;82.7368;31.4179;1.9668;2.5730;1.8600;0.4000;30.6230;3.0270;50.0156;56.9290;49.4763;4.6617;4.0791;3.1230;19.9724;0.9561;9.9688;9.4935;86.9215;323.4650;236.5400;0.4751;75.9200;51.1472;347.2810;311.1440;325.3430;329.5400;331.2380;331.4150;332.8820;332.0880;2.7967;2.1824;57.8822;24.7554;20.0000;0.1859;911.3700;900.5000;23.6000;1.4823;1.7928;0.3000;0.3000;90.1154;3.0270;2.5100;441.1000;440.1920;440.1690;44.7691;20.0586;7592.9700;4.9984;2.5003;440.1680;60.0311;599.8990;0.8123;426.3600;455.8400;46.2629;3.1638;557.1220;170.4830;14.3944;1494.6200;2498.4700;38.3128;1960.3700;0.9000;1239.2600;371.5000
40.8928;900.3980;399.2110;55.0301;13.5798;0.9301;2048.7500;58.8560;58.8711;82.5973;77.3033;82.8524;31.5656;1.9668;2.5730;1.8599;0.4000;30.6312;3.2477;50.0156;56.9223;49.4726;4.6616;4.0787;3.1228;19.9706;0.9560;9.9687;9.4937;87.7045;323.4400;235.7340;0.4751;76.1795;51.3538;348.2650;311.9090;325.1550;329.3520;331.0630;331.2360;332.7200;331.9070;2.7966;2.1824;57.8822;24.8001;20.0000;0.1859;911.3750;900.4250;23.6000;1.4823;1.7928;0.3000;0.3000;89.3973;3.2477;2.4488;441.1000;440.1910;440.2010;45.0029;20.0995;7606.7300;4.9984;2.5003;440.2000;60.0272;607.0130;0.8152;426.3600;455.8400;46.2625;3.2384;558.0640;172.4750;14.5752;1497.3800;2501.3300;38.2661;1963.9000;0.9000;1239.2600;377.2920
41.2524;900.3780;403.3470;55.5156;13.6840;0.9378;2058.2000;58.8606;58.8756;82.6440;77.0809;82.8750;32.4102;1.9665;2.5725;1.8597;0.4000;30.6516;3.5629;50.0156;56.9219;49.4722;4.6616;4.0786;3.1228;19.9704;0.9559;9.9687;9.4937;88.4166;323.4360;235.0190;0.4751;76.6224;51.3485;349.6880;312.9480;325.6540;329.8230;331.5790;331.7420;333.2340;332.4060;2.7966;2.1824;57.8822;25.0367;20.0000;0.1859;911.4440;900.4170;23.6000;1.4823;1.7928;0.3000;0.3000;88.3763;3.5629;2.3644;441.1000;440.1910;440.1880;45.3215;20.1573;7626.1100;4.9984;2.5003;440.1890;60.0268;613.7100;0.8156;426.3600;455.8400;46.2949;3.3060;559.4740;174.3830;14.6987;1501.1500;2505.0700;38.1987;1968.8800;0.9000;1239.2600;381.6270
41.1662;900.4500;404.5620;55.4085;13.7646;0.9438;2065.5200;58.8667;58.8823;82.5477;76.9479;82.7642;32.3013;1.9667;2.5728;1.8598;0.4000;30.6445;3.3727;50.0156;56.9332;49.4764;4.6617;4.0786;3.1228;19.9710;0.9560;9.9687;9.4937;88.6639;323.4390;234.7990;0.4751;76.9453;51.1028;350.5460;313.5400;326.4680;330.6070;332.4010;332.5750;334.0510;333.2150;2.7966;2.1824;57.8793;25.0050;20.0000;0.1859;911.4960;900.4450;23.6000;1.4823;1.7928;0.3000;0.3000;88.9940;3.3727;2.4169;441.1000;440.2060;440.1620;45.2481;20.1459;7622.3000;4.9984;2.5003;440.1830;60.0310;612.4800;0.8153;426.3600;455.8400;46.3523;3.3046;559.2810;174.0830;14.7266;1500.4900;2504.4400;38.2052;1968.0100;0.9000;1239.2600;380.7400
40.4849;900.5580;396.1460;54.4686;13.6713;0.9367;2056.9800;58.8626;58.8786;82.4918;77.1311;82.7190;31.5445;1.9669;2.5733;1.8601;0.4000;30.6292;3.0778;50.0156;56.9375;49.4768;4.6622;4.0793;3.1233;19.9730;0.9561;9.9687;9.4937;87.4051;323.4690;236.0890;0.4751;76.5112;50.7870;348.9110;312.2700;326.7160;330.8740;332.6550;332.8800;334.3190;333.4670;2.7969;2.1824;57.8798;24.7924;20.0000;0.1859;911.4300;900.5200;23.6000;1.4823;1.7928;0.3000;0.3000;89.9516;3.0778;2.4964;441.1000;440.1860;440.1530;44.9383;20.0896;7603.4300;4.9984;2.5003;440.1500;60.0360;602.3380;0.8106;426.3600;455.8400;46.3624;3.1954;557.9420;171.2250;14.4424;1496.6300;2500.4300;38.2664;1963.1000;0.9000;1239.2600;372.2450
40.1598;900.5580;391.6760;54.0277;13.5217;0.9256;2043.4200;58.8503;58.8652;82.5417;77.2990;82.8035;31.3894;1.9670;2.5732;1.8601;0.4000;30.6297;3.1271;50.0156;56.9333;49.4763;4.6621;4.0793;3.1233;19.9730;0.9561;9.9688;9.4937;86.5854;323.4690;236.8990;0.4751;75.8848;50.8618;346.9340;310.8380;325.8950;330.0600;331.8150;332.0660;333.4940;332.6240;2.7969;2.1824;57.8832;24.7507;20.0000;0.1859;911.3680;900.5200;23.6000;1.4823;1.7928;0.3000;0.3000;89.7906;3.1271;2.4821;441.1000;440.1760;440.1780;44.6595;20.0421;7587.4700;4.9984;2.5003;440.1790;60.0360;596.3830;0.8100;426.3600;455.8400;46.3195;3.1350;556.7680;169.4970;14.2973;1493.5800;2497.2900;38.3295;1959.0100;0.9000;1239.2600;368.2890
39.9840;900.4990;388.8870;53.7848;13.4113;0.9174;2033.4100;58.8354;58.8513;82.5602;77.2261;82.8349;31.8229;1.9669;2.5730;1.8600;0.4000;30.6391;3.2895;50.0156;56.9179;49.4719;4.6621;4.0793;3.1233;19.9730;0.9561;9.9688;9.4937;86.0457;323.4690;237.4240;0.4751;75.4452;51.1961;345.7190;310.0050;324.7180;328.9060;330.6310;330.8880;332.3060;331.4220;2.7969;2.1824;57.8826;24.8759;20.0000;0.1859;911.2480;900.5000;23.6000;1.4823;1.7928;0.3000;0.3000;89.2636;3.2895;2.4386;441.1000;440.1760;440.1780;44.5647;20.0227;7580.9700;4.9984;2.5003;440.1790;60.0349;593.3470;0.8093;426.3600;455.8400;46.2467;3.0953;556.2320;168.6400;14.2091;1492.2100;2495.9900;38.3555;1957.2200;0.9000;1239.2600;366.0650
40.4769;900.4320;393.7300;54.4594;13.4399;0.9197;2036.0600;58.8318;58.8476;82.5311;77.1755;82.8033;31.7526;1.9667;2.5728;1.8599;0.4000;30.6308;3.2005;50.0156;56.9044;49.4643;4.6616;4.0790;3.1228;19.9707;0.9559;9.9688;9.4937;86.7730;323.4370;236.6640;0.4750;75.6020;51.5511;346.5080;310.6550;324.1080;328.3080;329.9990;330.2710;331.6870;330.7810;2.7966;2.1824;57.8826;24.8580;20.0000;0.1859;911.2530;900.4220;23.6000;1.4823;1.7928;0.3000;0.3000;89.5515;3.2005;2.4628;441.1000;440.1880;440.1860;44.8101;20.0651;7595.2000;4.9984;2.5003;440.1860;60.0272;600.7220;0.8125;426.3600;455.8400;46.2098;3.1706;557.1960;170.6800;14.3879;1495.0200;2498.8400;38.3071;1960.9600;0.9000;1239.2600;372.1260
40.5041;900.4320;395.1440;54.4969;13.5164;0.9253;2042.9800;58.8280;58.8432;82.5489;77.2120;82.8086;31.6751;1.9667;2.5728;1.8599;0.4000;30.6316;3.2132;50.0128;56.8977;49.4643;4.6616;4.0790;3.1228;19.9707;0.9560;9.9688;9.4937;87.0386;323.4380;236.4190;0.4750;75.9255;51.6679;347.6010;311.4660;324.3090;328.5350;330.2040;330.4660;331.8740;331.0060;2.7966;2.1824;57.8826;24.8342;20.0000;0.1859;911.3130;900.4220;23.6000;1.4823;1.7928;0.3000;0.3000;89.5103;3.2132;2.4590;441.1000;440.1880;440.1860;44.8085;20.0651;7595.4600;4.9984;2.5003;440.1860;60.0274;601.0790;0.8127;426.3600;455.8400;46.1992;3.1761;557.2540;170.8130;14.4254;1495.0200;2498.9900;38.3071;1960.9800;0.9000;1239.2600;372.4710
41.1328;900.3480;399.6940;55.3362;13.5755;0.9298;2048.3200;58.8280;58.8401;82.5704;77.1784;82.8212;31.8710;1.9665;2.5727;1.8597;0.4000;30.6348;3.2997;50.0128;56.8944;49.4649;4.6616;4.0785;3.1228;19.9666;0.9559;9.9687;9.4937;87.7651;323.4350;235.6510;0.4750;76.1746;51.6123;348.3890;312.0360;324.7300;328.9540;330.6310;330.8930;332.3050;331.4620;2.7964;2.1824;57.8826;24.8828;20.0000;0.1859;911.3830;900.3540;23.6000;1.4823;1.7928;0.3000;0.3000;89.2287;3.2997;2.4356;441.1000;440.1880;440.1960;45.2852;20.1514;7624.1300;4.9984;2.5003;440.1950;60.0232;611.8440;0.8145;426.3600;455.8400;46.2048;3.2805;559.2960;173.8490;14.5862;1500.8400;2504.9400;38.2054;1968.3800;0.9000;1239.2600;379.9580
40.8035;900.4520;399.7210;54.9051;13.6694;0.9367;2056.8200;58.8292;58.8442;82.5833;77.0973;82.8185;32.0636;1.9667;2.5728;1.8598;0.4000;30.6430;3.3706;50.0128;56.8987;49.4649;4.6617;4.0791;3.1231;19.9691;0.9561;9.9687;9.4937;87.8953;323.4430;235.5700;0.4751;76.5535;51.4420;349.4860;312.8030;325.5230;329.7240;331.4110;331.6830;333.1060;332.2720;2.7967;2.1824;57.8788;24.9308;20.0000;0.1859;911.4370;900.4450;23.6000;1.4823;1.7928;0.3000;0.3000;89.0020;3.3706;2.4167;441.1000;440.1880;440.1760;45.0689;20.1132;7611.3400;4.9984;2.5003;440.1760;60.0313;606.8670;0.8131;426.3600;455.8400;46.2445;3.2402;558.4750;172.4840;14.5668;1498.2500;2502.1700;38.2439;1965.1600;0.9000;1239.2600;376.1890
40.6891;900.4520;397.7400;54.7451;13.6318;0.9338;2053.4200;58.8280;58.8436;82.5292;77.0891;82.7655;31.8707;1.9667;2.5728;1.8599;0.4000;30.6359;3.2325;50.0128;56.9025;49.4690;4.6617;4.0791;3.1231;19.9691;0.9561;9.9687;9.4937;87.5419;323.4430;235.9230;0.4751;76.3705;51.1795;348.7290;312.2040;325.8560;330.0410;331.7320;332.0040;333.4410;332.6310;2.7967;2.1824;57.8798;24.8737;20.0000;0.1859;911.4370;900.4450;23.6000;1.4823;1.7928;0.3000;0.3000;89.4487;3.2325;2.4545;441.1000;440.1880;440.1760;44.9926;20.0989;7606.7900;4.9984;2.5003;440.1760;60.0313;604.8320;0.8127;426.3600;455.8400;46.2542;3.2162;558.1130;171.8980;14.4998;1497.3300;2501.2200;38.2621;1963.9400;0.9000;1239.2600;374.7230
40.6499;900.4520;397.2500;54.6957;13.5991;0.9314;2050.4600;58.8242;58.8398;82.5346;77.2008;82.7824;31.5745;1.9668;2.5728;1.8599;0.4000;30.6306;3.1589;50.0128;56.9025;49.4690;4.6617;4.0791;3.1231;19.9691;0.9561;9.9687;9.4937;87.4288;323.4430;236.0330;0.4751;76.2311;51.1338;348.2710;311.8660;325.7760;329.9670;331.6560;331.9040;333.3340;332.5620;2.7967;2.1824;57.8798;24.7918;20.0000;0.1859;911.4370;900.4450;23.6000;1.4823;1.7928;0.3000;0.3000;89.6868;3.1589;2.4738;441.1000;440.1880;440.1760;44.9254;20.0893;7603.3100;4.9984;2.5003;440.1760;60.0312;603.9560;0.8129;426.3600;455.8400;46.2579;3.2105;557.8820;171.6360;14.4846;1496.7300;2500.5900;38.2746;1963.0900;0.9000;1239.2600;374.3040
41.1914;900.3460;402.3540;55.4351;13.6540;0.9356;2055.4700;58.8286;58.8455;82.6019;77.1857;82.8375;31.8961;1.9666;2.5727;1.8597;0.4000;30.6378;3.3496;50.0117;56.9066;49.4690;4.6615;4.0791;3.1228;19.9686;0.9559;9.9687;9.4937;88.2459;323.4310;235.1870;0.4750;76.4798;51.2030;349.1630;312.5430;325.8440;329.9730;331.6750;331.8910;333.3640;332.5960;2.7966;2.1824;57.8798;24.8856;20.0000;0.1859;911.4450;900.3780;23.6000;1.4823;1.7928;0.3000;0.3000;89.0671;3.3496;2.4217;441.1000;440.2060;440.1780;45.2681;20.1352;7618.7100;4.9984;2.5003;440.1710;60.0244;611.8380;0.8167;426.3600;455.8400;46.2836;3.2810;558.8320;173.8590;14.6732;1499.3700;2503.4200;38.2262;1966.6200;0.9000;1239.2600;380.9740
41.1362;900.3890;403.2800;55.3629;13.7221;0.9406;2061.6500;58.8368;58.8519;82.5976;77.0478;82.8246;32.2670;1.9666;2.5727;1.8597;0.4000;30.6470;3.4516;50.0117;56.9144;49.4690;4.6616;4.0791;3.1229;19.9689;0.9560;9.9687;9.4937;88.4143;323.4400;235.0460;0.4751;76.7596;51.1112;349.9890;313.1260;326.3190;330.4460;332.1400;332.3610;333.8530;333.0690;2.7966;2.1824;57.8798;24.9918;20.0000;0.1859;911.4450;900.3780;23.6000;1.4823;1.7928;0.3000;0.3000;88.7379;3.4516;2.3949;441.1000;440.2060;440.1870;45.1574;20.1289;7616.4000;4.9984;2.5003;440.1860;60.0278;611.1210;0.8162;426.3600;455.8400;46.3207;3.2829;558.8030;173.6680;14.6947;1499.2600;2503.2100;38.2274;1966.4900;0.9000;1239.2600;380.2770
