X03103;N03100;E03102;Q03101;N03056;P03053;G03052;T03130;T03131;T03020;T03017;T03016;T03014;P03010;P03011;P03012;P03013;G03024;G03022;L03026;T03036;T03037;P03030;P03031;P03032;G03042;P03033;P03064;P03065;G03072;G03070;G03071;P03066;T03050;T03051;T03057;T03060;T03081;T03082;T03083;T03084;T03085;T03086;P03000;P03001;G03003;T03004;T03002;P03007;C01901;N03160;C03161;C03165;C03160;C03168;C03166;V03120;G03022;T03121;V03171;V03173;Z03172;Z03170;I03180;F03180;C03170;C03171;V06002;F06004;I06003;Z06003;C03184;C03185;T06018;E06018;V06006;V06007;D06006;E06007;I06007;D06007;I06008;K06008;I06006;E06000
%;rpm;kW;%;krpm;bar;kg/h;degC;degC;degC;degC;degC;degC;bar;bar;bar;bar;ton/h;ton/h;%;degC;degC;bar;bar;bar;ton/h;bar;bar;bar;kg/h;kg/h;kg/h;bar;degC;degC;degC;degC;degC;degC;degC;degC;degC;degC;bar;bar;ton/h;degC;degC;bar;rpm;rpm;%/%;sec;Hz;%/%;%/sec;%;ton/h;degC;V;V;V;%;A;Gauss;V;%/V;V;Hz;A;<-1;V;V;degC;kW;V;V;deg;kW;A;deg;A;<0-1>;A;kW
40.6723;900.5150;398.7180;54.7351;13.6970;0.9386;2059.3300;59.0260;59.0411;82.5412;77.1535;82.7672;31.7397;1.9668;2.5730;1.8600;0.3999;30.6349;3.2110;49.9671;57.0541;49.5000;4.6617;4.0787;3.1229;19.9786;0.9560;9.9687;9.4934;87.8174;323.4710;235.6650;0.4752;76.8085;50.7318;349.2530;312.5160;326.8290;331.0230;333.4980;333.7490;334.3400;334.0600;2.7967;2.1824;57.8793;24.8688;20.0000;0.1859;911.4920;900.5090;23.6000;1.4823;1.7928;0.3000;0.3000;89.5185;3.2110;2.4598;441.1000;440.1850;440.0870;45.1404;20.1042;7608.3100;4.9984;2.5003;440.0710;60.0322;605.0010;0.8123;426.3600;455.8400;46.8497;3.2148;558.0010;171.8670;14.5378;1496.6400;2500.5600;38.2623;1963.3900;0.9000;1239.2600;374.5960
40.4433;900.5090;395.3240;54.4187;13.5863;0.9304;2049.2900;59.0039;59.0151;82.5570;77.1700;82.7998;31.8594;1.9668;2.5730;1.8600;0.3999;30.6387;3.2792;49.9671;57.0385;49.4953;4.6617;4.0787;3.1229;19.9784;0.9560;9.9688;9.4934;87.1505;323.4710;236.3280;0.4751;76.3392;50.8093;347.8160;311.4820;326.1180;330.3620;332.8510;333.0610;333.6330;333.3560;2.7967;2.1824;57.8793;24.9017;20.0000;0.1859;911.4340;900.5060;23.6000;1.4823;1.7928;0.3000;0.3000;89.2975;3.2792;2.4414;441.1000;440.1840;440.1660;44.8423;20.0731;7597.8800;4.9984;2.5003;440.1660;60.0322;601.0220;0.8114;426.3600;455.8400;46.7838;3.1874;557.5230;170.8300;14.4165;1495.6500;2499.4200;38.2920;1961.7100;0.9000;1239.2600;371.8210
40.4941;900.4440;394.7780;54.4835;13.5188;0.9255;2043.2200;58.9804;58.9954;82.5387;77.1553;82.7877;31.8343;1.9668;2.5730;1.8599;0.3999;30.6345;3.2319;49.9655;57.0181;49.4913;4.6615;4.0787;3.1228;19.9762;0.9559;9.9688;9.4934;86.9933;323.4640;236.4590;0.4751;76.0679;51.0013;347.0720;310.9840;325.3910;329.6560;332.1180;332.3550;332.8890;332.6090;2.7966;2.1824;57.8793;24.8966;20.0000;0.1859;911.3750;900.4540;23.6000;1.4823;1.7928;0.3000;0.3000;89.4501;3.2319;2.4544;441.1000;440.1890;440.2230;44.7019;20.0495;7589.9600;4.9984;2.5003;440.2130;60.0303;600.0150;0.8137;426.3600;455.8400;46.7093;3.1830;556.9500;170.5260;14.4136;1494.3900;2498.1400;38.3237;1959.8400;0.9000;1239.2600;372.2560
40.5906;900.4380;396.2640;54.6178;13.5439;0.9274;2045.4800;58.9624;58.9799;82.5476;77.1960;82.7975;31.7248;1.9668;2.5730;1.8599;0.3999;30.6329;3.2210;49.9655;56.9989;49.4883;4.6615;4.0787;3.1228;19.9762;0.9559;9.9688;9.4934;87.2255;323.4640;236.2290;0.4750;76.1867;51.2701;347.6750;311.4610;324.9850;329.2470;331.6770;331.9560;332.4690;332.1710;2.7966;2.1824;57.8793;24.8663;20.0000;0.1859;911.3750;900.4540;23.6000;1.4823;1.7928;0.3000;0.3000;89.4853;3.2210;2.4569;441.1000;440.1920;440.1730;44.8547;20.0740;7598.3300;4.9984;2.5003;440.1710;60.0303;602.5200;0.8133;426.3600;455.8400;46.6485;3.1912;557.4500;171.2230;14.4633;1495.6900;2499.5600;38.2960;1961.7000;0.9000;1239.2600;373.5790
40.5987;900.4380;396.4150;54.6248;13.5615;0.9287;2047.0700;58.9488;58.9637;82.5626;77.1748;82.8125;31.8910;1.9668;2.5730;1.8599;0.3999;30.6368;3.3004;49.9655;56.9881;49.4843;4.6615;4.0787;3.1228;19.9745;0.9559;9.9688;9.4934;87.2593;323.4640;236.2020;0.4750;76.2536;51.3402;347.9440;311.6640;324.9700;329.2560;331.6560;331.9700;332.4340;332.1710;2.7966;2.1824;57.8793;24.9101;20.0000;0.1859;911.3750;900.4540;23.6000;1.4823;1.7928;0.3000;0.3000;89.2279;3.3004;2.4355;441.1000;440.1920;440.1730;44.8547;20.0740;7597.9800;4.9984;2.5003;440.1710;60.0303;602.5200;0.8134;426.3600;455.8400;46.6035;3.1912;557.4500;171.2230;14.4669;1495.6200;2499.4900;38.2960;1961.7000;0.9000;1239.2600;373.6530
40.4871;900.4380;395.4340;54.4719;13.5606;0.9286;2046.9800;58.9308;58.9486;82.5442;77.1299;82.7888;31.9166;1.9668;2.5730;1.8599;0.3999;30.6386;3.2697;49.9648;56.9760;49.4843;4.6617;4.0787;3.1228;19.9745;0.9560;9.9688;9.4934;87.1343;323.4640;236.3310;0.4750;76.2424;51.3359;347.9020;311.6280;325.0320;329.3760;331.6560;332.0350;332.4440;332.2510;2.7966;2.1824;57.8793;24.9113;20.0000;0.1859;911.3750;900.4540;23.6000;1.4823;1.7928;0.3000;0.3000;89.3279;3.2697;2.4442;441.1000;440.1850;440.1570;44.9430;20.0901;7603.5900;4.9984;2.5003;440.1580;60.0314;602.2790;0.8107;426.3600;455.8400;46.5612;3.1904;557.8880;171.1740;14.4198;1496.6400;2500.5200;38.2721;1963.1000;0.9000;1239.2600;372.2570
40.6437;900.4220;395.1340;54.6721;13.5336;0.9266;2044.5100;58.9157;58.9330;82.5285;77.1775;82.7799;31.6850;1.9668;2.5730;1.8598;0.3999;30.6303;3.1765;49.9648;56.9635;49.4802;4.6615;4.0787;3.1228;19.9726;0.9559;9.9688;9.4934;87.0640;323.4640;236.3840;0.4750;76.1212;51.3422;347.5400;311.3730;324.9520;329.3020;331.5590;331.9230;332.3360;332.1430;2.7966;2.1824;57.8793;24.8416;20.0000;0.1859;911.3750;900.4310;23.6000;1.4823;1.7928;0.3000;0.3000;89.6295;3.1765;2.4693;441.1000;440.1850;440.1920;45.0333;20.1051;7608.6100;4.9984;2.5003;440.1910;60.0271;604.3540;0.8116;426.3600;455.8400;46.5227;3.2068;558.2410;171.6620;14.4059;1497.8000;2501.7400;38.2571;1964.4600;0.9000;1239.2600;373.9580
40.7702;900.4220;398.4140;54.8597;13.5885;0.9307;2049.5300;58.9100;58.9217;82.5711;77.2177;82.8165;31.7340;1.9667;2.5730;1.8598;0.3999;30.6332;3.2614;49.9648;56.9570;49.4802;4.6615;4.0787;3.1228;19.9726;0.9559;9.9687;9.4934;87.5816;323.4640;235.8690;0.4750;76.3585;51.4104;348.3900;312.0030;325.0500;329.3810;331.6160;332.0180;332.4130;332.2220;2.7966;2.1824;57.8793;24.8518;20.0000;0.1859;911.3760;900.4310;23.6000;1.4823;1.7928;0.3000;0.3000;89.3538;3.2614;2.4457;441.1000;440.1880;440.1870;45.0467;20.1086;7609.8000;4.9984;2.5003;440.1870;60.0275;606.1810;0.8131;426.3600;455.8400;46.5153;3.2300;558.3060;172.2630;14.5257;1498.0000;2501.9900;38.2509;1964.7100;0.9000;1239.2600;375.7640
41.2024;900.3630;402.3400;55.4429;13.6508;0.9354;2055.1600;58.9019;58.9169;82.5883;77.1062;82.8266;32.0996;1.9665;2.5728;1.8597;0.3999;30.6407;3.3865;49.9648;56.9530;49.4802;4.6615;4.0785;3.1228;19.9705;0.9559;9.9687;9.4934;88.1921;323.4320;235.2390;0.4749;76.6154;51.3454;349.2130;312.5970;325.4350;329.8040;332.0180;332.4480;332.8460;332.6090;2.7966;2.1824;57.8793;24.9515;20.0000;0.1859;911.4440;900.3760;23.6000;1.4823;1.7928;0.3000;0.3000;88.9476;3.3865;2.4122;441.1000;440.1900;440.2230;45.1891;20.1377;7619.5400;4.9984;2.5003;440.2240;60.0264;612.1440;0.8164;426.3600;455.8400;46.5196;3.2947;559.0910;173.9880;14.6714;1500.2500;2504.2700;38.2165;1967.5500;0.9000;1239.2600;381.0350
41.0903;900.4410;402.9020;55.2979;13.7248;0.9408;2061.8900;58.9019;58.9169;82.5687;77.0466;82.7864;32.1098;1.9666;2.5728;1.8598;0.3999;30.6407;3.3495;49.9648;56.9535;49.4802;4.6615;4.0786;3.1228;19.9707;0.9560;9.9687;9.4934;88.3735;323.4410;235.0860;0.4750;76.9090;51.1723;350.0500;313.1590;326.0940;330.4650;332.6740;333.1430;333.5190;333.2660;2.7966;2.1824;57.8794;24.9529;20.0000;0.1859;911.4440;900.4410;23.6000;1.4823;1.7928;0.3000;0.3000;89.0689;3.3495;2.4226;441.1000;440.1900;440.1860;45.0893;20.1164;7612.4000;4.9984;2.5003;440.1860;60.0279;610.0350;0.8165;426.3600;455.8400;46.5399;3.2722;558.5510;173.3640;14.6871;1498.4800;2502.4900;38.2425;1965.4900;0.9000;1239.2600;379.7310
41.0617;900.4410;402.3690;55.2615;13.7225;0.9406;2061.7400;58.8982;58.9139;82.5466;77.0975;82.7728;31.8637;1.9667;2.5728;1.8598;0.3999;30.6367;3.2483;49.9648;56.9573;49.4806;4.6616;4.0786;3.1228;19.9707;0.9560;9.9687;9.4935;88.2864;323.4410;235.1760;0.4750;76.8820;50.9460;349.8240;312.9920;326.5100;330.8530;333.0660;333.5660;333.9120;333.6580;2.7966;2.1824;57.8794;24.8839;20.0000;0.1859;911.4440;900.4410;23.6000;1.4823;1.7928;0.3000;0.3000;89.3968;3.2483;2.4499;441.1000;440.1900;440.1860;45.0698;20.1131;7611.4900;4.9984;2.5003;440.1860;60.0279;609.5490;0.8164;426.3600;455.8400;46.5516;3.2661;558.4280;173.2180;14.6707;1498.2400;2502.2400;38.2462;1965.1200;0.9000;1239.2600;379.3990
40.8322;900.5070;400.8050;54.9578;13.7165;0.9401;2061.1300;58.8982;58.9139;82.5708;77.1423;82.7983;31.8655;1.9667;2.5728;1.8599;0.3999;30.6394;3.2957;49.9648;56.9614;49.4806;4.6616;4.0791;3.1231;19.9727;0.9561;9.9687;9.4935;88.1269;323.4740;235.3530;0.4750;76.8413;50.8519;349.6630;312.8420;326.6360;330.9690;333.1270;333.7070;334.0050;333.7910;2.7967;2.1824;57.8794;24.8860;20.0000;0.1859;911.4980;900.5020;23.6000;1.4823;1.7928;0.3000;0.3000;89.2437;3.2957;2.4367;441.1000;440.2110;440.1710;44.9939;20.1019;7607.5500;4.9984;2.5003;440.1720;60.0322;606.7990;0.8143;426.3600;455.8400;46.5628;3.2436;558.2570;172.5310;14.6142;1497.7000;2501.5400;38.2519;1964.4500;0.9000;1239.2600;376.7080
40.6892;900.4810;398.0520;54.7539;13.6369;0.9342;2053.8800;58.8906;58.9057;82.5542;77.1073;82.7944;31.9801;1.9667;2.5728;1.8599;0.3999;30.6406;3.3048;49.9648;56.9607;49.4806;4.6616;4.0791;3.1230;19.9727;0.9561;9.9687;9.4935;87.5932;323.4740;235.8770;0.4750;76.4965;50.8137;348.5320;312.0090;326.3840;330.6890;332.7940;333.4000;333.7010;333.5020;2.7967;2.1824;57.8794;24.9214;20.0000;0.1859;911.4350;900.4990;23.6000;1.4823;1.7928;0.3000;0.3000;89.2142;3.3048;2.4347;441.1000;440.1850;440.1630;45.0742;20.1151;7611.9600;4.9984;2.5003;440.1630;60.0322;605.8050;0.8115;426.3600;455.8400;46.5460;3.2292;558.5110;172.1940;14.5045;1498.3900;2502.3100;38.2408;1965.3800;0.9000;1239.2600;374.7990
40.3900;900.4990;394.1720;54.3423;13.5556;0.9281;2046.5000;58.8826;58.8976;82.5214;77.1466;82.7717;31.7431;1.9668;2.5730;1.8599;0.3999;30.6347;3.1851;49.9633;56.9569;49.4803;4.6616;4.0792;3.1231;19.9746;0.9561;9.9688;9.4935;86.9620;323.4740;236.5140;0.4750;76.1545;50.9132;347.4860;311.2580;325.8500;330.1180;332.2080;332.7820;333.1260;332.9470;2.7967;2.1824;57.8794;24.8584;20.0000;0.1859;911.3690;900.4960;23.6000;1.4823;1.7928;0.3000;0.3000;89.6028;3.1851;2.4672;441.1000;440.1800;440.1680;44.8895;20.0804;7600.3200;4.9984;2.5003;440.1680;60.0347;600.7990;0.8102;426.3600;455.8400;46.5099;3.1739;557.6660;170.7490;14.3741;1496.0500;2499.8200;38.2838;1962.3000;0.9000;1239.2600;371.1010
40.7943;900.3970;397.3120;54.8937;13.5392;0.9270;2045.0400;58.8747;58.8896;82.5498;77.2429;82.8036;31.5737;1.9667;2.5730;1.8598;0.3999;30.6279;3.1730;49.9633;56.9442;49.4763;4.6615;4.0791;3.1228;19.9722;0.9559;9.9688;9.4935;87.4020;323.4690;236.0360;0.4750;76.1112;51.1742;347.5590;311.3660;325.2380;329.4930;331.5820;332.1090;332.4960;332.3230;2.7966;2.1824;57.8794;24.8131;20.0000;0.1859;911.3690;900.4070;23.6000;1.4823;1.7928;0.3000;0.3000;89.6402;3.1730;2.4697;441.1000;440.1880;440.1890;45.0812;20.1144;7611.7200;4.9984;2.5003;440.1960;60.0265;606.6050;0.8130;426.3600;455.8400;46.4799;3.2322;558.4210;172.3590;14.4965;1498.3100;2502.2900;38.2476;1965.1600;0.9000;1239.2600;375.9930
40.8316;900.3970;399.3530;54.9433;13.6177;0.9329;2052.1700;58.8749;58.8896;82.6033;77.1598;82.8454;32.0496;1.9667;2.5728;1.8598;0.3999;30.6434;3.4026;49.9633;56.9412;49.4763;4.6615;4.0791;3.1228;19.9722;0.9559;9.9687;9.4935;87.7456;323.4690;235.7190;0.4750;76.4461;51.3032;348.7150;312.2260;325.4040;329.6650;331.7480;332.2670;332.6620;332.4870;2.7966;2.1824;57.8794;24.9454;20.0000;0.1859;911.3810;900.4070;23.6000;1.4823;1.7928;0.3000;0.3000;88.8962;3.4026;2.4076;441.1000;440.1880;440.1850;45.0531;20.1109;7610.3500;4.9984;2.5003;440.1850;60.0276;606.9200;0.8137;426.3600;455.8400;46.4799;3.2386;558.3690;172.4780;14.5569;1498.1200;2501.9900;38.2476;1964.8700;0.9000;1239.2600;376.5030
40.6376;900.4450;397.2770;54.6769;13.6162;0.9327;2052.0100;58.8706;58.8856;82.5456;77.0421;82.7887;32.1518;1.9667;2.5728;1.8598;0.3999;30.6441;3.3414;49.9633;56.9372;49.4763;4.6617;4.0791;3.1228;19.9722;0.9560;9.9687;9.4935;87.4662;323.4690;236.0010;0.4750;76.4230;51.2028;348.5590;312.0880;325.6580;329.9060;331.9870;332.4870;332.8960;332.7210;2.7966;2.1824;57.8794;24.9709;20.0000;0.1859;911.3810;900.4400;23.6000;1.4823;1.7928;0.3000;0.3000;89.0958;3.3414;2.4252;441.1000;440.1880;440.1830;44.8736;20.0776;7599.3800;4.9984;2.5003;440.1820;60.0314;603.2020;0.8135;426.3600;455.8400;46.4676;3.2002;557.5830;171.4230;14.4956;1495.8700;2499.7100;38.2866;1962.0100;0.9000;1239.2600;374.1280
40.1605;900.5070;391.8950;54.0265;13.5370;0.9267;2044.8100;58.8593;58.8743;82.4921;77.1679;82.7416;31.5462;1.9669;2.5730;1.8600;0.3999;30.6299;3.0875;49.9633;56.9334;49.4763;4.6621;4.0792;3.1231;19.9731;0.9561;9.9688;9.4935;86.6562;323.4730;236.8300;0.4750;76.0728;51.1447;347.3710;311.2020;325.4830;329.7160;331.8030;332.2910;332.6910;332.5190;2.7966;2.1824;57.8794;24.7978;20.0000;0.1859;911.3670;900.5090;23.6000;1.4823;1.7928;0.3000;0.3000;89.9197;3.0875;2.4937;441.1000;440.1870;440.1510;44.6357;20.0351;7585.1300;4.9984;2.5003;440.1500;60.0355;596.0250;0.8105;426.3600;455.8400;46.4212;3.1244;556.5940;169.4410;14.3158;1493.0500;2496.9000;38.3370;1958.4000;0.9000;1239.2600;368.2840
40.3964;900.4200;391.8310;54.3345;13.4479;0.9202;2036.7100;58.8469;58.8627;82.5350;77.3142;82.8032;31.3650;1.9668;2.5730;1.8599;0.3999;30.6249;3.1069;49.9633;56.9198;49.4726;4.6616;4.0791;3.1230;19.9725;0.9560;9.9688;9.4935;86.4872;323.4630;236.9600;0.4750;75.7109;51.3033;346.3160;310.4630;324.7820;329.0090;331.0820;331.5910;331.9710;331.8110;2.7966;2.1824;57.8794;24.7452;20.0000;0.1859;911.3120;900.4290;23.6000;1.4823;1.7928;0.3000;0.3000;89.8550;3.1069;2.4875;441.1000;440.1870;440.1830;44.8103;20.0641;7594.8600;4.9984;2.5003;440.1840;60.0273;599.6310;0.8114;426.3600;455.8400;46.3638;3.1497;557.1830;170.3730;14.3159;1494.9300;2498.7900;38.3092;1960.7400;0.9000;1239.2600;370.9670
40.7086;900.4200;396.0820;54.7689;13.5113;0.9250;2042.5200;58.8434;58.8593;82.6044;77.2195;82.8598;31.9303;1.9665;2.5727;1.8597;0.3999;30.6398;3.3747;49.9633;56.9099;49.4685;4.6616;4.0791;3.1228;19.9707;0.9559;9.9688;9.4935;87.1987;323.4350;236.2360;0.4750;76.0006;51.5628;347.4720;311.3580;324.5130;328.7870;330.8480;331.3650;331.6980;331.5970;2.7966;2.1824;57.8794;24.9024;20.0000;0.1859;911.3130;900.4290;23.6000;1.4823;1.7928;0.3000;0.3000;88.9859;3.3747;2.4150;441.1000;440.1850;440.1730;45.0775;20.1114;7610.7100;4.9984;2.5003;440.1740;60.0273;605.4560;0.8121;426.3600;455.8400;46.3455;3.2117;558.3160;172.0210;14.4529;1497.9800;2501.9900;38.2519;1964.8000;0.9000;1239.2600;374.8480
41.3274;900.3720;403.9260;55.6204;13.6629;0.9363;2056.3100;58.8487;58.8638;82.5932;77.0512;82.8183;32.2230;1.9664;2.5724;1.8596;0.3999;30.6407;3.4122;49.9633;56.9099;49.4685;4.6612;4.0785;3.1226;19.9680;0.9559;9.9687;9.4939;88.4940;323.4350;234.9310;0.4749;76.6490;51.5723;349.6190;312.9390;325.0930;329.4140;331.4770;332.0130;332.3070;332.2510;2.7964;2.1824;57.8794;24.9813;20.0000;0.1859;911.4500;900.3590;23.6000;1.4823;1.7928;0.3000;0.3000;88.8642;3.4122;2.4055;441.1000;440.1890;440.2110;45.3524;20.1631;7628.3700;4.9984;2.5003;440.2130;60.0227;614.8210;0.8161;426.3600;455.8400;46.3822;3.3217;559.6310;174.6920;14.7244;1501.6400;2505.7700;38.1893;1969.5100;0.9000;1239.2600;382.5650
41.4998;900.3760;407.8680;55.8585;13.8147;0.9475;2070.0700;58.8595;58.8754;82.5705;77.0315;82.7806;32.0697;1.9666;2.5725;1.8596;0.3999;30.6399;3.3348;49.9612;56.9219;49.4737;4.6612;4.0786;3.1228;19.9688;0.9559;9.9687;9.4939;89.1772;323.4380;234.2780;0.4750;77.2649;51.2463;351.3770;314.1590;326.3750;330.7440;332.8210;333.3680;333.6330;333.6110;2.7964;2.1824;57.8783;24.9361;20.0000;0.1859;911.5650;900.3790;23.6000;1.4823;1.7928;0.3000;0.3000;89.1160;3.3348;2.4264;441.1000;440.2000;440.1920;45.4404;20.1815;7634.2800;4.9984;2.5003;440.1930;60.0274;617.7660;0.8169;426.3600;455.8400;46.4656;3.3564;560.1130;175.5500;14.8402;1502.8200;2506.9100;38.1638;1971.0500;0.9000;1239.2600;384.7740
41.4626;900.4400;407.4700;55.8050;13.8482;0.9500;2073.0600;58.8676;58.8828;82.5783;77.0566;82.7821;32.0334;1.9666;2.5725;1.8598;0.3999;30.6407;3.3467;49.9612;56.9379;49.4806;4.6616;4.0786;3.1228;19.9707;0.9560;9.9687;9.4939;89.1479;323.4380;234.3140;0.4750;77.3684;50.8392;351.4580;314.1460;327.3080;331.6970;333.7710;334.3310;334.5960;334.5930;2.7966;2.1824;57.8792;24.9241;20.0000;0.1859;911.5650;900.4390;23.6000;1.4823;1.7928;0.3000;0.3000;89.0777;3.3467;2.4231;441.1000;440.2000;440.1900;45.4059;20.1732;7631.4300;4.9984;2.5003;440.1900;60.0274;616.9180;0.8170;426.3600;455.8400;46.5280;3.3460;559.9330;175.3160;14.8249;1502.2200;2506.2400;38.1719;1970.3600;0.9000;1239.2600;384.2910
40.7106;900.5480;398.9370;54.7800;13.7433;0.9420;2063.5100;58.8670;58.8822;82.5567;77.0540;82.7709;32.0393;1.9668;2.5730;1.8600;0.3999;30.6441;3.3217;49.9610;56.9486;49.4806;4.6621;4.0791;3.1233;19.9743;0.9561;9.9687;9.4939;87.9125;323.4940;235.5830;0.4751;76.8936;50.5494;349.7150;312.8210;327.4070;331.8070;333.8650;334.4250;334.7100;334.6990;2.7969;2.1824;57.8793;24.9278;20.0000;0.1859;911.4970;900.5090;23.6000;1.4823;1.7928;0.3000;0.3000;89.1605;3.3217;2.4304;441.1000;440.2000;440.1680;44.9064;20.0844;7601.6600;4.9984;2.5003;440.1690;60.0350;604.4830;0.8139;426.3600;455.8400;46.5330;3.2156;557.8150;171.8150;14.5529;1496.3400;2500.3400;38.2768;1962.6700;0.9000;1239.2600;375.0810
40.2560;900.5590;393.6480;54.1680;13.5766;0.9297;2048.4100;58.8589;58.8740;82.5074;77.1525;82.7490;31.6245;1.9669;2.5730;1.8600;0.3999;30.6327;3.1262;49.9609;56.9491;49.4804;4.6621;4.0792;3.1233;19.9746;0.9561;9.9688;9.4939;86.9370;323.4990;236.5560;0.4751;76.1930;50.5968;347.5050;311.2210;326.4720;330.8570;332.9210;333.4890;333.7690;333.7610;2.7969;2.1824;57.8828;24.8181;20.0000;0.1859;911.3740;900.5160;23.6000;1.4823;1.7928;0.3000;0.3000;89.7944;3.1262;2.4832;441.1000;440.1870;440.1550;44.6659;20.0410;7587.0900;4.9984;2.5003;440.1540;60.0352;597.4910;0.8114;426.3600;455.8400;46.4894;3.1458;556.7760;169.9060;14.3801;1493.5000;2497.2100;38.3280;1958.9900;0.9000;1239.2600;369.5810
40.0705;900.4970;389.9550;53.9056;13.4415;0.9197;2036.1500;58.8471;58.8620;82.5257;77.2906;82.7985;31.4338;1.9669;2.5730;1.8600;0.3999;30.6286;3.1195;49.9609;56.9325;49.4758;4.6621;4.0792;3.1233;19.9745;0.9561;9.9688;9.4939;86.2310;323.4990;237.2420;0.4751;75.6490;50.9587;345.9590;310.1470;325.1520;329.4970;331.5900;332.1440;332.4070;332.4360;2.7969;2.1824;57.8833;24.7724;20.0000;0.1859;911.3110;900.4980;23.6000;1.4823;1.7928;0.3000;0.3000;89.8151;3.1195;2.4843;441.1000;440.1870;440.1560;44.6085;20.0292;7583.3100;4.9984;2.5003;440.1560;60.0349;594.6710;0.8099;426.3600;455.8400;46.4108;3.1088;556.4340;169.0040;14.2466;1492.6200;2496.4500;38.3444;1957.8400;0.9000;1239.2600;367.1580
40.7264;900.3750;395.6850;54.7947;13.4674;0.9217;2038.5200;58.8438;58.8594;82.5820;77.2552;82.8449;31.7544;1.9667;2.5727;1.8597;0.3999;30.6335;3.2822;49.9609;56.9212;49.4685;4.6615;4.0786;3.1228;19.9707;0.9559;9.9688;9.4939;87.0435;323.4370;236.3840;0.4750;75.8004;51.3918;346.7750;310.8290;324.3890;328.7320;330.8600;331.3670;331.6490;331.6790;2.7966;2.1824;57.8821;24.8657;20.0000;0.1859;911.3210;900.3740;23.6000;1.4823;1.7928;0.3000;0.3000;89.2858;3.2822;2.4400;441.1000;440.1840;440.1660;45.0790;20.1119;7610.9000;4.9984;2.5003;440.1690;60.0270;605.6590;0.8123;426.3600;455.8400;46.3738;3.2124;558.3010;172.0210;14.4471;1498.0100;2502.0300;38.2532;1964.8000;0.9000;1239.2600;375.0980
40.9131;900.3790;400.1080;55.0577;13.6116;0.9324;2051.6400;58.8479;58.8637;82.5922;77.0963;82.8322;32.1756;1.9665;2.5727;1.8597;0.3999;30.6431;3.4135;49.9609;56.9173;49.4685;4.6615;4.0786;3.1228;19.9707;0.9559;9.9687;9.4939;87.8607;323.4390;235.5840;0.4750;76.4170;51.5360;348.8530;312.3690;324.8050;329.1710;331.3190;331.8000;332.0680;332.1320;2.7966;2.1824;57.8821;24.9809;20.0000;0.1859;911.3800;900.3770;23.6000;1.4823;1.7928;0.3000;0.3000;88.8609;3.4135;2.4051;441.1000;440.1880;440.1660;45.1409;20.1266;7615.8100;4.9984;2.5003;440.1690;60.0270;608.6170;0.8136;426.3600;455.8400;46.3879;3.2563;558.7460;172.9370;14.5820;1499.0700;2503.0800;38.2311;1966.1900;0.9000;1239.2600;377.5170
40.8681;900.4390;399.9700;54.9900;13.6605;0.9360;2056.0500;58.8479;58.8637;82.5346;77.0555;82.7654;31.9924;1.9667;2.5728;1.8597;0.3999;30.6375;3.2700;49.9609;56.9182;49.4688;4.6616;4.0786;3.1228;19.9707;0.9560;9.9687;9.4939;87.8778;323.4390;235.5800;0.4751;76.5955;51.3202;349.2750;312.6340;325.5080;329.8720;332.0800;332.5100;332.8070;332.8740;2.7966;2.1824;57.8821;24.9228;20.0000;0.1859;911.3800;900.4380;23.6000;1.4823;1.7928;0.3000;0.3000;89.3269;3.2700;2.4444;441.1000;440.1880;440.1660;45.0738;20.1150;7611.9300;4.9984;2.5003;440.1690;60.0277;607.5760;0.8137;426.3600;455.8400;46.4074;3.2458;558.5000;172.6620;14.5748;1498.4400;2502.4500;38.2435;1965.2900;0.9000;1239.2600;376.9510
40.5771;900.4900;396.2670;54.5897;13.6079;0.9320;2051.2300;58.8475;58.8625;82.5226;77.1626;82.7584;31.6328;1.9668;2.5730;1.8599;0.3999;30.6306;3.1518;49.9609;56.9182;49.4727;4.6619;4.0791;3.1231;19.9709;0.9560;9.9687;9.4939;87.3115;323.4670;236.1490;0.4751;76.3560;51.1482;348.3610;311.9280;325.6630;330.0270;332.2650;332.6630;332.9720;333.0340;2.7966;2.1824;57.8821;24.8168;20.0000;0.1859;911.3800;900.4660;23.6000;1.4823;1.7928;0.3000;0.3000;89.7103;3.1518;2.4760;441.1000;440.1800;440.1350;45.0893;20.1086;7609.8000;4.9984;2.5003;440.1350;60.0320;604.1690;0.8107;426.3600;455.8400;46.4023;3.1957;557.9740;171.5450;14.4451;1496.8000;2500.7000;38.2675;1963.3800;0.9000;1239.2600;373.3730
40.6567;900.4340;396.0780;54.6996;13.5527;0.9280;2046.2400;58.8397;58.8553;82.5635;77.2334;82.8161;31.6635;1.9668;2.5729;1.8599;0.3999;30.6329;3.2331;49.9609;56.9179;49.4726;4.6616;4.0790;3.1231;19.9705;0.9560;9.9688;9.4937;87.2253;323.4600;236.2240;0.4751;76.1310;51.1907;347.6850;311.4480;325.2740;329.6320;331.9460;332.3280;332.6300;332.6780;2.7966;2.1824;57.8821;24.8229;20.0000;0.1859;911.3740;900.4330;23.6000;1.4823;1.7928;0.3000;0.3000;89.4456;3.2331;2.4535;441.1000;440.1890;440.1880;44.9603;20.0930;7604.5500;4.9984;2.5003;440.1890;60.0311;604.0310;0.8127;426.3600;455.8400;46.3818;3.2066;557.9310;171.6500;14.4504;1496.9300;2500.9700;38.2697;1963.3400;0.9000;1239.2600;374.2640
