X03103;N03100;E03102;Q03101;N03056;P03053;G03052;T03130;T03131;T03020;T03017;T03016;T03014;P03010;P03011;P03012;P03013;G03024;G03022;L03026;T03036;T03037;P03030;P03031;P03032;G03042;P03033;P03064;P03065;G03072;G03070;G03071;P03066;T03050;T03051;T03057;T03060;T03081;T03082;T03083;T03084;T03085;T03086;P03000;P03001;G03003;T03004;T03002;P03007;C01901;N03160;C03161;C03165;C03160;C03168;C03166;V03120;G03022;T03121;V03171;V03173;Z03172;Z03170;I03180;F03180;C03170;C03171;V06002;F06004;I06003;Z06003;C03184;C03185;T06018;E06018;V06006;V06007;D06006;E06007;I06007;D06007;I06008;K06008;I06006;E06000
%;rpm;kW;%;krpm;bar;kg/h;degC;degC;degC;degC;degC;degC;bar;bar;bar;bar;ton/h;ton/h;%;degC;degC;bar;bar;bar;ton/h;bar;bar;bar;kg/h;kg/h;kg/h;bar;degC;degC;degC;degC;degC;degC;degC;degC;degC;degC;bar;bar;ton/h;degC;degC;bar;rpm;rpm;%/%;sec;Hz;%/%;%/sec;%;ton/h;degC;V;V;V;%;A;Gauss;V;%/V;V;Hz;A;<-1;V;V;degC;kW;V;V;deg;kW;A;deg;A;<0-1>;A;kW
40.6509;900.4450;397.1360;54.6891;13.6057;0.9319;2051.0600;58.8904;58.9061;82.6135;77.2529;82.8608;31.8443;1.9668;2.5730;1.8600;0.4000;30.6415;3.3689;50.0021;56.9531;49.4805;4.6616;4.0791;3.1228;19.9726;0.9560;9.9688;9.4933;87.4270;323.4640;236.0380;0.4750;76.3290;51.2185;348.4190;311.9870;325.3450;329.8440;331.3770;332.0650;333.1920;332.0970;2.7966;2.1825;57.8794;24.8851;20.0000;0.1859;911.3790;900.4400;23.6000;1.4823;1.7928;0.3000;0.3000;89.0055;3.3689;2.4163;441.1000;440.1880;440.1820;44.8864;20.0801;7600.4900;4.9984;2.5003;440.1810;60.0276;603.3700;0.8135;426.3600;455.8400;46.4399;3.2003;557.6210;171.4780;14.4902;1495.9900;2499.9800;38.2861;1962.2300;0.9000;1239.2600;374.2500
40.6384;900.4480;397.3830;54.6766;13.6043;0.9318;2050.9500;58.8864;58.9020;82.5740;77.0401;82.8144;32.3010;1.9666;2.5727;1.8599;0.4000;30.6481;3.4327;50.0021;56.9488;49.4805;4.6617;4.0791;3.1228;19.9726;0.9560;9.9688;9.4938;87.4764;323.4640;235.9900;0.4750;76.3255;51.1972;348.4340;311.9890;325.3450;329.8440;331.4070;332.0530;333.2190;332.0970;2.7967;2.1825;57.8794;25.0093;20.0000;0.1859;911.3790;900.4470;23.6000;1.4823;1.7928;0.3000;0.3000;88.7996;3.4327;2.4004;441.1000;440.1880;440.1770;44.8803;20.0788;7599.7800;4.9984;2.5003;440.1750;60.0314;603.2720;0.8134;426.3600;455.8400;46.4246;3.2023;557.6130;171.4480;14.5004;1495.9400;2499.7900;38.2871;1962.1200;0.9000;1239.2600;374.1330
40.5624;900.4480;396.0230;54.5694;13.5751;0.9296;2048.5000;58.8747;58.8904;82.4920;77.1074;82.7337;31.6726;1.9668;2.5728;1.8599;0.4000;30.6285;3.1085;50.0021;56.9410;49.4764;4.6617;4.0791;3.1228;19.9726;0.9560;9.9688;9.4938;87.2356;323.4640;236.2190;0.4750;76.1903;51.1699;347.9920;311.6730;325.2660;329.7390;331.3730;331.9230;333.1190;332.0170;2.7967;2.1825;57.8811;24.8322;20.0000;0.1859;911.3730;900.4470;23.6000;1.4823;1.7928;0.3000;0.3000;89.8511;3.1085;2.4882;441.1000;440.1880;440.1770;44.8459;20.0720;7597.4600;4.9984;2.5003;440.1750;60.0312;602.0350;0.8130;426.3600;455.8400;46.3927;3.1862;557.4350;171.0900;14.4526;1495.4900;2499.4600;38.2931;1961.5900;0.9000;1239.2600;373.1410
40.8605;900.4350;398.8630;54.9800;13.5931;0.9310;2049.9400;58.8711;58.8864;82.5590;77.2904;82.8091;31.4107;1.9668;2.5730;1.8599;0.4000;30.6258;3.1400;50.0021;56.9374;49.4764;4.6616;4.0791;3.1228;19.9726;0.9560;9.9688;9.4938;87.6629;323.4640;235.7840;0.4750;76.2746;51.2547;348.3470;311.9510;325.1510;329.6420;331.3040;331.8290;332.9960;331.9250;2.7966;2.1825;57.8811;24.7587;20.0000;0.1859;911.3760;900.4340;23.6000;1.4823;1.7928;0.3000;0.3000;89.7473;3.1400;2.4782;441.1000;440.1880;440.1670;45.1374;20.1235;7615.1700;4.9984;2.5003;440.1680;60.0275;607.9170;0.8130;426.3600;455.8400;46.3855;3.2473;558.6900;172.7360;14.5411;1499.0000;2502.8400;38.2339;1966.0500;0.9000;1239.2600;376.8110
41.3470;900.3640;404.7670;55.6486;13.7016;0.9392;2059.8100;58.8757;58.8908;82.6441;77.1392;82.8766;32.2235;1.9666;2.5725;1.8597;0.4000;30.6472;3.5093;50.0021;56.9374;49.4764;4.6616;4.0786;3.1228;19.9706;0.9559;9.9687;9.4938;88.6179;323.4330;234.8150;0.4751;76.7390;51.2743;349.8850;313.0830;325.5740;330.0570;331.7920;332.2720;333.4180;332.3900;2.7966;2.1824;57.8811;24.9857;20.0000;0.1859;911.5010;900.3820;23.6000;1.4823;1.7928;0.3000;0.3000;88.5493;3.5093;2.3785;441.1000;440.1900;440.2010;45.3473;20.1638;7627.8900;4.9984;2.5003;440.2050;60.0238;615.0410;0.8164;426.3600;455.8400;46.4224;3.3249;559.6120;174.7690;14.7483;1501.5500;2505.6700;38.1900;1969.3700;0.9000;1239.2600;382.8540
41.5525;900.3800;407.5940;55.9265;13.7994;0.9464;2068.6600;58.8838;58.8990;82.5802;76.9292;82.7909;32.4949;1.9666;2.5724;1.8596;0.4000;30.6495;3.4792;50.0021;56.9461;49.4768;4.6616;4.0786;3.1228;19.9706;0.9559;9.9687;9.4931;89.1240;323.4390;234.3150;0.4751;77.1360;51.0464;351.0200;313.8710;326.3960;330.8990;332.6600;333.1230;334.2710;333.2570;2.7966;2.1824;57.8790;25.0604;20.0000;0.1859;911.5690;900.3820;23.6000;1.4823;1.7928;0.3000;0.3000;88.6481;3.4792;2.3880;441.1000;440.1980;440.1660;45.5731;20.1974;7639.5400;4.9984;2.5003;440.1670;60.0240;619.0650;0.8166;426.3600;455.8400;46.4766;3.3514;560.4380;175.9160;14.8365;1503.6400;2507.8000;38.1461;1972.2300;0.9000;1239.2600;385.3940
41.3851;900.4460;407.0990;55.7063;13.8443;0.9497;2072.7200;58.8910;58.9068;82.5310;77.0327;82.7386;31.8749;1.9667;2.5728;1.8599;0.4000;30.6341;3.2120;50.0021;56.9570;49.4807;4.6617;4.0786;3.1228;19.9708;0.9560;9.9687;9.4931;89.1084;323.4390;234.3570;0.4752;77.2990;50.7162;351.3260;314.0360;327.1860;331.7140;333.4900;333.9230;335.0800;334.0710;2.7967;2.1824;57.8787;24.8876;20.0000;0.1859;911.5690;900.4410;23.6000;1.4823;1.7928;0.3000;0.3000;89.5150;3.2120;2.4599;441.1000;440.1980;440.1910;45.2869;20.1540;7624.9900;4.9984;2.5003;440.1920;60.0314;615.2320;0.8174;426.3600;455.8400;46.5354;3.3297;559.5240;174.9060;14.8191;1501.1400;2505.1200;38.1930;1968.8600;0.9000;1239.2600;383.4280
40.2662;900.6570;394.3200;54.1726;13.6900;0.9380;2058.6500;58.8837;58.9019;82.5443;77.1641;82.7765;31.7254;1.9671;2.5733;1.8602;0.4000;30.6394;3.2259;50.0021;56.9661;49.4850;4.6625;4.0796;3.1235;19.9770;0.9562;9.9687;9.4932;87.2051;323.5130;236.3110;0.4753;76.6020;50.4692;348.8670;312.1820;327.0870;331.6310;333.4190;333.8200;334.9780;333.9770;2.7970;2.1824;57.8798;24.8482;20.0000;0.1859;911.4810;900.6210;23.6000;1.4823;1.7928;0.3000;0.3000;89.4717;3.2259;2.4559;441.1000;440.1870;440.1420;44.6885;20.0411;7587.1300;4.9984;2.5003;440.1400;60.0426;597.6290;0.8114;426.3600;455.8400;46.5156;3.1436;556.7360;169.8760;14.4030;1493.2400;2496.8700;38.3294;1958.6900;0.9000;1239.2600;369.6740
40.0982;900.5590;390.2910;53.9432;13.4659;0.9214;2038.3400;58.8708;58.8826;82.5153;77.2038;82.7765;31.6249;1.9670;2.5732;1.8601;0.4000;30.6323;3.1540;50.0021;56.9524;49.4804;4.6621;4.0796;3.1232;19.9762;0.9560;9.9688;9.4932;86.2989;323.4970;237.1750;0.4753;75.6782;50.6979;346.0570;310.1740;325.5790;330.0900;331.8850;332.2550;333.4120;332.4130;2.7969;2.1824;57.8836;24.8252;20.0000;0.1859;911.3090;900.5590;23.6000;1.4823;1.7928;0.3000;0.3000;89.7038;3.1540;2.4755;441.1000;440.1870;440.1590;44.6289;20.0332;7584.4800;4.9984;2.5003;440.1590;60.0350;595.1770;0.8099;426.3600;455.8400;46.4241;3.1141;556.5560;169.1500;14.2569;1492.9600;2496.7300;38.3399;1958.2300;0.9000;1239.2600;367.4830
40.0852;900.4970;389.9960;53.9286;13.4043;0.9169;2032.8000;58.8587;58.8744;82.5247;77.2657;82.8054;31.5152;1.9669;2.5732;1.8601;0.4000;30.6291;3.1407;50.0000;56.9345;49.4724;4.6621;4.0791;3.1230;19.9745;0.9560;9.9688;9.4932;86.1780;323.4680;237.2690;0.4752;75.4572;51.1762;345.6620;309.9690;324.3270;328.8400;330.6210;330.9730;332.1280;331.1560;2.7969;2.1824;57.8836;24.7993;20.0000;0.1859;911.2500;900.4940;23.6000;1.4823;1.7928;0.3000;0.3000;89.7460;3.1407;2.4787;441.1000;440.1870;440.1590;44.6254;20.0332;7584.4800;4.9984;2.5003;440.1590;60.0350;594.9790;0.8099;426.3600;455.8400;46.3534;3.1117;556.4940;169.0870;14.2469;1492.8700;2496.7300;38.3438;1958.1200;0.9000;1239.2600;367.3300
40.8368;900.3610;397.6700;54.9511;13.4947;0.9238;2041.0400;58.8563;58.8718;82.5806;77.2440;82.8415;31.7489;1.9666;2.5728;1.8598;0.4000;30.6312;3.2718;50.0000;56.9222;49.4690;4.6611;4.0786;3.1226;19.9707;0.9559;9.9687;9.4932;87.3799;323.4320;236.0390;0.4752;75.8756;51.5651;347.3200;311.2600;323.9750;328.5050;330.2800;330.6260;331.7660;330.8060;2.7964;2.1824;57.8828;24.8654;20.0000;0.1859;911.3220;900.3850;23.6000;1.4823;1.7928;0.3000;0.3000;89.3193;3.2718;2.4428;441.1000;440.1880;440.1910;45.1316;20.1225;7614.7600;4.9984;2.5003;440.1920;60.0242;607.5220;0.8129;426.3600;455.8400;46.3270;3.2428;558.6040;172.6230;14.5147;1498.9100;2502.9100;38.2388;1965.8800;0.9000;1239.2600;376.5390
40.9306;900.3770;400.6290;55.0768;13.6423;0.9347;2054.4200;58.8597;58.8751;82.6006;77.0896;82.8429;32.2207;1.9666;2.5727;1.8597;0.4000;30.6448;3.4415;50.0000;56.9210;49.4689;4.6612;4.0786;3.1228;19.9703;0.9560;9.9687;9.4932;87.9589;323.4380;235.5000;0.4752;76.4901;51.5790;349.2800;312.6830;324.7400;329.2790;331.0550;331.4010;332.5440;331.5750;2.7964;2.1824;57.8828;24.9922;20.0000;0.1859;911.3790;900.3810;23.6000;1.4823;1.7928;0.3000;0.3000;88.7701;3.4415;2.3975;441.1000;440.1880;440.1860;45.1390;20.1263;7615.3900;4.9984;2.5003;440.1860;60.0274;608.7300;0.8138;426.3600;455.8400;46.3493;3.2577;558.7350;172.9940;14.5956;1499.0600;2503.2100;38.2315;1966.1800;0.9000;1239.2600;377.7030
40.8901;900.4390;400.1760;55.0189;13.6709;0.9368;2056.8200;58.8594;58.8749;82.5376;77.0316;82.7632;32.0559;1.9667;2.5728;1.8598;0.4000;30.6399;3.2864;50.0000;56.9219;49.4728;4.6616;4.0786;3.1228;19.9703;0.9560;9.9687;9.4932;87.9191;323.4380;235.5320;0.4751;76.5802;51.3052;349.3940;312.7140;325.4750;330.0140;331.7920;332.1560;333.2990;332.3040;2.7966;2.1824;57.8793;24.9384;20.0000;0.1859;911.4390;900.4380;23.6000;1.4823;1.7928;0.3000;0.3000;89.2737;3.2864;2.4401;441.1000;440.1880;440.1860;45.0976;20.1190;7612.8500;4.9984;2.5003;440.1860;60.0274;607.9170;0.8138;426.3600;455.8400;46.3633;3.2491;558.5580;172.7620;14.5814;1498.6200;2502.4800;38.2388;1965.5000;0.9000;1239.2600;377.1900
40.7583;900.4380;399.3660;54.8490;13.6667;0.9365;2056.6100;58.8594;58.8749;82.5319;77.1763;82.7675;31.6026;1.9668;2.5730;1.8600;0.4000;30.6306;3.1610;50.0000;56.9259;49.4728;4.6616;4.0791;3.1231;19.9707;0.9561;9.9687;9.4932;87.8299;323.4690;235.6390;0.4751;76.5490;51.1144;349.1770;312.5250;325.8540;330.3470;332.1330;332.5680;333.6600;332.6570;2.7966;2.1824;57.8793;24.8056;20.0000;0.1859;911.4390;900.4430;23.6000;1.4823;1.7928;0.3000;0.3000;89.6804;3.1610;2.4732;441.1000;440.1880;440.1870;44.9674;20.0954;7605.3400;4.9984;2.5003;440.1850;60.0313;605.5290;0.8138;426.3600;455.8400;46.3758;3.2297;558.0490;172.1200;14.5606;1497.0900;2500.9500;38.2638;1963.6200;0.9000;1239.2600;375.7080
40.7525;900.4440;398.5990;54.8387;13.6268;0.9335;2052.9800;58.8554;58.8705;82.5801;77.1907;82.8237;31.8323;1.9668;2.5729;1.8599;0.4000;30.6376;3.3085;50.0000;56.9259;49.4728;4.6616;4.0790;3.1230;19.9707;0.9560;9.9687;9.4932;87.6482;323.4590;235.8140;0.4750;76.3745;51.0548;348.5910;312.0890;325.8030;330.2940;332.0870;332.5430;333.5890;332.5860;2.7966;2.1824;57.8793;24.8694;20.0000;0.1859;911.4360;900.4460;23.6000;1.4823;1.7928;0.3000;0.3000;89.2014;3.3085;2.4331;441.1000;440.1990;440.1660;45.0174;20.1006;7607.0900;4.9984;2.5003;440.1650;60.0284;605.6340;0.8134;426.3600;455.8400;46.3737;3.2225;558.1200;172.1120;14.5347;1497.3000;2501.2000;38.2613;1963.9300;0.9000;1239.2600;375.5860
40.7273;900.4440;397.9680;54.8016;13.6111;0.9323;2051.6600;58.8514;58.8669;82.5702;77.0992;82.8092;32.0421;1.9668;2.5729;1.8599;0.4000;30.6407;3.3394;50.0000;56.9259;49.4728;4.6616;4.0790;3.1230;19.9707;0.9560;9.9687;9.4932;87.5382;323.4590;235.9260;0.4749;76.3089;51.0708;348.4050;311.9680;325.6480;330.1540;331.9270;332.3990;333.4030;332.4260;2.7966;2.1824;57.8793;24.9301;20.0000;0.1859;911.4360;900.4460;23.6000;1.4823;1.7928;0.3000;0.3000;89.1019;3.3394;2.4254;441.1000;440.1990;440.1660;45.0159;20.0981;7606.2700;4.9984;2.5003;440.1550;60.0284;605.0820;0.8132;426.3600;455.8400;46.3670;3.2165;557.9950;171.9050;14.5124;1496.9800;2500.9600;38.2669;1963.4900;0.9000;1239.2600;375.1190
41.0689;900.4100;401.6640;55.2707;13.6540;0.9356;2055.4700;58.8520;58.8674;82.5441;77.1183;82.7817;31.8318;1.9667;2.5728;1.8599;0.4000;30.6338;3.2348;50.0000;56.9259;49.4728;4.6616;4.0790;3.1228;19.9705;0.9560;9.9687;9.4932;88.1098;323.4590;235.3390;0.4748;76.5009;51.1178;349.0890;312.4750;325.6600;330.1720;331.9140;332.4140;333.3840;332.4550;2.7966;2.1824;57.8793;24.8751;20.0000;0.1859;911.4380;900.4230;23.6000;1.4823;1.7928;0.3000;0.3000;89.4402;3.2348;2.4535;441.1000;440.1940;440.2130;45.1019;20.1174;7612.7200;4.9984;2.5003;440.2170;60.0269;609.7750;0.8162;426.3600;455.8400;46.3726;3.2665;558.4880;173.2540;14.6525;1498.4600;2502.4900;38.2445;1965.3400;0.9000;1239.2600;379.4500
41.3804;900.4100;405.0770;55.6925;13.7296;0.9412;2062.3200;58.8594;58.8762;82.5893;77.1475;82.8145;31.8993;1.9667;2.5727;1.8599;0.4000;30.6368;3.3212;50.0000;56.9300;49.4728;4.6616;4.0790;3.1228;19.9705;0.9559;9.9687;9.4932;88.6744;323.4590;234.7700;0.4748;76.8195;51.0639;350.0820;313.1910;326.0810;330.6160;332.3680;332.8750;333.8020;332.8910;2.7966;2.1824;57.8793;24.8957;20.0000;0.1859;911.5050;900.4230;23.6000;1.4823;1.7928;0.3000;0.3000;89.1593;3.3212;2.4296;441.1000;440.1940;440.1900;45.3933;20.1703;7630.4600;4.9984;2.5003;440.1910;60.0273;615.7970;0.8163;426.3600;455.8400;46.4104;3.3286;559.7960;174.9670;14.7563;1502.0100;2506.1000;38.1796;1969.9900;0.9000;1239.2600;383.2480
41.3440;900.4610;406.5680;55.6526;13.8009;0.9465;2068.7900;58.8714;58.8873;82.6085;77.0492;82.8269;32.2467;1.9667;2.5727;1.8599;0.4000;30.6468;3.4504;49.9981;56.9418;49.4766;4.6616;4.0790;3.1228;19.9708;0.9559;9.9687;9.4932;88.9696;323.4590;234.4950;0.4748;77.1096;50.8963;350.8990;313.7560;326.7330;331.2630;333.0220;333.5360;334.4360;333.5470;2.7966;2.1824;57.8793;24.9930;20.0000;0.1859;911.5640;900.4410;23.6000;1.4823;1.7928;0.3000;0.3000;88.7415;3.4504;2.3950;441.1000;440.1940;440.1900;45.2777;20.1580;7626.3400;4.9984;2.5003;440.1910;60.0274;615.1860;0.8168;426.3600;455.8400;46.4648;3.3347;559.7200;175.0030;14.7976;1501.7400;2505.9300;38.1838;1969.6000;0.9000;1239.2600;383.1230
40.4584;900.5680;395.8970;54.4337;13.6771;0.9371;2057.4900;58.8669;58.8820;82.5113;77.0106;82.7408;32.0582;1.9669;2.5730;1.8600;0.4000;30.6424;3.2665;49.9981;56.9496;49.4807;4.6623;4.0792;3.1233;19.9746;0.9561;9.9687;9.4937;87.3741;323.5080;236.1310;0.4748;76.5457;50.6189;348.8510;312.1990;326.8230;331.3200;333.0770;333.6100;334.4940;333.5900;2.7969;2.1824;57.8793;24.9412;20.0000;0.1859;911.4370;900.5610;23.6000;1.4823;1.7928;0.3000;0.3000;89.3398;3.2665;2.4459;441.1000;440.1870;440.1450;44.8849;20.0801;7600.2100;4.9984;2.5003;440.1440;60.0388;601.6110;0.8110;426.3600;455.8400;46.4553;3.1849;557.7180;171.0170;14.4410;1496.0100;2499.9500;38.2808;1962.2800;0.9000;1239.2600;371.9720
40.2812;900.5590;393.0420;54.1988;13.5206;0.9255;2043.3300;58.8591;58.8748;82.4861;77.2531;82.7451;31.2652;1.9669;2.5730;1.8601;0.4000;30.6226;2.9930;49.9981;56.9451;49.4798;4.6621;4.0792;3.1233;19.9744;0.9561;9.9688;9.4941;86.7434;323.5000;236.7380;0.4748;75.9013;50.7789;346.8980;310.8070;325.7610;330.2210;331.9590;332.5290;333.4010;332.4890;2.7969;2.1824;57.8825;24.7219;20.0000;0.1859;911.3720;900.5010;23.6000;1.4823;1.7928;0.3000;0.3000;90.2258;2.9930;2.5189;441.1000;440.1870;440.1570;44.7331;20.0527;7591.0200;4.9984;2.5003;440.1570;60.0349;598.2050;0.8109;426.3600;455.8400;46.4018;3.1563;557.0150;170.0410;14.3428;1494.2900;2498.0400;38.3173;1959.9300;0.9000;1239.2600;369.8170
40.1882;900.4980;390.6600;54.0627;13.4459;0.9200;2036.5300;58.8474;58.8623;82.5762;77.3409;82.8493;31.5025;1.9669;2.5730;1.8600;0.4000;30.6325;3.2143;49.9981;56.9285;49.4723;4.6621;4.0790;3.1230;19.9744;0.9560;9.9688;9.4941;86.3396;323.4680;237.1290;0.4748;75.6103;51.1325;346.1630;310.3240;324.7780;329.2210;330.9670;331.5540;332.3970;331.5080;2.7969;2.1824;57.8834;24.7920;20.0000;0.1859;911.3050;900.4990;23.6000;1.4823;1.7928;0.3000;0.3000;89.5069;3.2143;2.4581;441.1000;440.1870;440.1260;44.7796;20.0494;7589.9200;4.9984;2.5003;440.1230;60.0303;596.6560;0.8098;426.3600;455.8400;46.3388;3.1178;556.6770;169.3970;14.2674;1493.3000;2497.1300;38.3313;1958.8400;0.9000;1239.2600;368.3370
40.6187;900.4280;396.0940;54.6559;13.5057;0.9246;2042.0300;58.8474;58.8623;82.5910;77.1440;82.8501;32.1238;1.9667;2.5727;1.8597;0.4000;30.6430;3.4062;49.9981;56.9172;49.4684;4.6615;4.0790;3.1228;19.9707;0.9559;9.9688;9.4941;87.1742;323.4680;236.2740;0.4747;75.8958;51.4784;347.3540;311.2640;324.3620;328.7870;330.5360;331.1540;331.9640;331.0890;2.7966;2.1824;57.8825;24.9665;20.0000;0.1859;911.3170;900.4180;23.6000;1.4823;1.7928;0.3000;0.3000;88.8900;3.4062;2.4070;441.1000;440.1890;440.1840;44.8825;20.0785;7599.6800;4.9984;2.5003;440.1830;60.0270;603.0020;0.8133;426.3600;455.8400;46.3082;3.1956;557.5760;171.3520;14.4635;1495.9600;2499.8700;38.2913;1962.1200;0.9000;1239.2600;373.9200
40.8423;900.4280;397.8880;54.9441;13.5659;0.9290;2047.4600;58.8474;58.8623;82.5370;77.0684;82.7793;32.0200;1.9667;2.5727;1.8598;0.4000;30.6365;3.2784;49.9981;56.9136;49.4684;4.6615;4.0790;3.1228;19.9707;0.9559;9.9686;9.4941;87.4587;323.4680;235.9850;0.4747;76.1471;51.5034;348.1670;311.8570;324.5840;329.0670;330.8050;331.4140;332.2530;331.3870;2.7966;2.1824;57.8825;24.9344;20.0000;0.1859;911.3780;900.4180;23.6000;1.4823;1.7928;0.3000;0.3000;89.2991;3.2784;2.4422;441.1000;440.2010;440.2840;44.8648;20.0935;7604.7300;4.9984;2.5003;440.2800;60.0255;605.8940;0.8147;426.3600;455.8400;46.3007;3.2543;558.2070;172.2450;14.5098;1498.0700;2501.9200;38.2648;1964.4000;0.9000;1239.2600;376.4090
41.0402;900.4280;400.7330;55.2202;13.6380;0.9344;2054.0100;58.8474;58.8623;82.5428;77.1840;82.7837;31.6285;1.9667;2.5728;1.8599;0.4000;30.6283;3.1743;49.9981;56.9136;49.4692;4.6615;4.0790;3.1228;19.9707;0.9560;9.9686;9.4941;87.9460;323.4680;235.5010;0.4748;76.4440;51.4081;349.0700;312.5000;325.1030;329.6330;331.3730;331.9500;332.8400;331.9390;2.7966;2.1824;57.8825;24.8187;20.0000;0.1859;911.4380;900.4180;23.6000;1.4823;1.7928;0.3000;0.3000;89.6361;3.1743;2.4695;441.1000;440.1870;440.1580;45.3261;20.1509;7623.9500;4.9984;2.5003;440.1550;60.0268;611.0260;0.8134;426.3600;455.8400;46.3188;3.2754;559.2770;173.6310;14.6007;1500.4900;2504.5400;38.2030;1968.1600;0.9000;1239.2600;378.9190
40.8978;900.4700;400.6460;55.0325;13.6917;0.9383;2058.8800;58.8480;58.8637;82.5965;77.1486;82.8312;32.0005;1.9667;2.5728;1.8599;0.4000;30.6434;3.3850;49.9981;56.9179;49.4724;4.6618;4.0791;3.1231;19.9708;0.9560;9.9686;9.4941;88.0330;323.4690;235.4370;0.4748;76.6535;51.2287;349.6200;312.8670;325.7530;330.2840;332.0350;332.5790;333.5200;332.6010;2.7967;2.1824;57.8825;24.9175;20.0000;0.1859;911.4380;900.4620;23.6000;1.4823;1.7928;0.3000;0.3000;88.9537;3.3850;2.4124;441.1000;440.1880;440.1820;45.1357;20.1209;7613.9100;4.9984;2.5003;440.1670;60.0312;608.1860;0.8138;426.3600;455.8400;46.3522;3.2517;558.6030;172.8340;14.5947;1498.6000;2502.5300;38.2375;1965.6200;0.9000;1239.2600;377.3180
40.8147;900.4740;399.3000;54.9165;13.6644;0.9363;2056.3800;58.8480;58.8632;82.5545;77.0372;82.7877;32.1717;1.9667;2.5728;1.8599;0.4000;30.6441;3.3638;49.9981;56.9224;49.4727;4.6618;4.0791;3.1230;19.9708;0.9560;9.9686;9.4941;87.7982;323.4690;235.6570;0.4749;76.5220;51.0332;349.0820;312.4430;326.0040;330.5320;332.2840;332.7870;333.7860;332.8500;2.7967;2.1824;57.8825;24.9633;20.0000;0.1859;911.4380;900.4670;23.6000;1.4823;1.7928;0.3000;0.3000;89.0231;3.3638;2.4191;441.1000;440.1880;440.1850;45.0656;20.1127;7610.9400;4.9984;2.5003;440.1680;60.0312;606.8470;0.8133;426.3600;455.8400;46.3634;3.2380;558.4320;172.4670;14.5513;1498.2100;2502.2400;38.2464;1965.0800;0.9000;1239.2600;376.2710
41.0291;900.4090;399.8660;55.2018;13.6393;0.9345;2054.0900;58.8479;58.8632;82.5168;77.1513;82.7510;31.6109;1.9668;2.5728;1.8599;0.4000;30.6272;3.1324;49.9961;56.9224;49.4727;4.6616;4.0791;3.1230;19.9704;0.9560;9.9686;9.4941;87.8697;323.4690;235.5790;0.4749;76.4178;50.9939;348.7560;312.2080;325.8960;330.4040;332.1450;332.6820;333.7180;332.7070;2.7966;2.1824;57.8825;24.8086;20.0000;0.1859;911.4360;900.4210;23.6000;1.4823;1.7928;0.3000;0.3000;89.7725;3.1324;2.4812;441.1000;440.1960;440.2310;45.1157;20.1267;7615.8600;4.9984;2.5003;440.2320;60.0273;609.5810;0.8148;426.3600;455.8400;46.3634;3.2694;558.7840;173.2220;14.5717;1499.4100;2503.3600;38.2324;1966.4100;0.9000;1239.2600;378.7050
42.8540;900.3000;427.8380;57.7738;14.0959;0.9688;2095.8400;58.8959;58.9114;82.7303;77.1946;82.9120;31.9778;1.9664;2.5723;1.8595;0.4000;30.6389;3.4978;49.9961;56.9455;49.4770;4.6607;4.0778;3.1221;19.9650;0.9560;9.9680;9.4934;92.5033;323.4170;230.9140;0.4749;78.4317;51.1750;355.4500;317.1510;327.2160;331.7540;333.4850;334.0510;335.0720;334.0640;2.7963;2.1822;57.8749;24.9142;20.0000;0.1858;911.8830;900.3600;23.6000;1.4823;1.7928;0.3000;0.3000;88.5840;3.4978;2.3797;441.1000;440.1110;439.1120;49.3604;20.5814;7767.6000;4.9984;2.5003;438.8930;60.0200;652.2960;0.8105;426.3600;455.8400;46.6301;3.6617;567.6960;185.3400;15.4587;1518.8500;2525.4500;37.7081;1997.9800;0.9000;1239.2600;401.8820
45.0397;900.3900;457.2480;60.7484;14.8429;1.0243;2163.6500;58.9855;59.0016;82.9253;76.6022;82.9780;34.1500;1.9659;2.5717;1.8591;0.4000;30.6985;4.4182;49.9961;57.0191;49.5009;4.6609;4.0783;3.1222;19.9687;0.9561;9.9669;9.4922;97.4320;323.4500;226.0180;0.4750;81.6338;50.2892;364.6290;323.5530;331.9190;336.4930;338.2880;338.8690;339.8930;338.8840;2.7965;2.1824;57.8707;25.5173;20.0000;0.1858;912.4440;900.3430;23.6000;1.4823;1.7928;0.3000;0.3000;85.6077;4.4182;2.1324;441.1000;440.2780;440.3000;47.2624;20.5263;7749.2900;4.9984;2.5003;440.2960;60.0260;674.0390;0.8349;426.3600;455.8400;47.0981;4.0475;568.9780;191.8660;16.4685;1527.0800;2531.8700;37.7349;2002.3300;0.9000;1239.2600;429.1740
43.7102;900.6340;439.5620;58.8905;14.8200;1.0221;2161.1600;59.0245;59.0433;82.6044;76.1381;82.6391;34.3545;1.9665;2.5723;1.8595;0.4000;30.6942;4.0224;49.9961;57.0993;49.5330;4.6622;4.0792;3.1233;19.9790;0.9561;9.9669;9.4922;94.9793;323.5350;228.5560;0.4751;81.3584;48.4268;362.5530;321.7290;335.5330;340.1340;341.9650;342.5650;343.5620;342.5930;2.7971;2.1824;57.8714;25.5782;20.0000;0.1858;912.3750;900.5630;23.6000;1.4823;1.7928;0.3000;0.3000;86.8952;4.0224;2.2443;441.1000;440.2480;440.2260;46.5306;20.3808;7700.8100;4.9984;2.5003;440.2230;60.0401;652.2570;0.8292;426.3600;455.8400;47.3698;3.7629;565.2460;185.5510;15.8918;1516.3600;2520.6100;37.9126;1988.6400;0.9000;1239.2600;412.3930
